cid,Efficacy
645869,
645872,
645873,
645874,
645875,
645876,
645877,
79418,
645878,
645879,
645880,
645881,
645882,
645883,
645884,
645885,
645886,
645887,
645888,
645889,
645890,
645891,
645892,
135450618,56.089
645894,
76059,
645896,
645897,
645898,
645900,
135441063,
645902,
645904,
645905,
645906,
87889,35.6038
645907,
645908,
645909,
645910,
645911,
645912,
645913,
9563614,
645914,
135450619,
86515,
645916,
645917,
645918,
645919,
645920,
645922,
645923,
645924,
601392,
645925,
645926,
645927,
645928,
645929,
645930,
645931,
645933,
645935,
645936,
645938,93.2757
645939,
645940,
1448416,46.1546
135450620,
645943,
6603150,
6602676,
6603074,44.5578
6603317,
6602575,
645954,
645956,
645957,
54690398,
645959,
135400711,
645961,
645962,
645964,
645965,
645966,
645967,
645969,
645971,
645972,
645973,
645975,
645976,
645977,
645978,
645980,
645981,
645982,
645984,
645985,
645986,
645987,
645988,
645990,
645991,
645992,
135450621,
645994,
645996,63.5556
645997,
646000,
646001,
535726,
646002,
646004,
646005,
646007,
646008,
646009,
646010,
646012,134.261
646013,
646014,
646016,
646017,
646018,
646020,
646021,
646022,
646023,49.3143
646024,
646027,
646030,
646032,
646033,
646034,
646036,
646038,
646040,
646042,
646043,41.8532
646044,
646045,
646047,
646048,
646050,
646051,
646052,
646053,
646054,
646055,
646056,
646058,
646059,
646060,
646062,
646063,
646065,
646066,
646067,47.741
646068,
646070,
646071,
6398896,
6603568,
2907590,
6603112,
646079,
646081,
646082,
646083,
646084,
646085,
646086,
646087,
646088,
646089,
5761203,
646091,
646092,
646094,
646095,
646097,
646098,
646099,
646100,
646101,
54680232,
646103,
646104,
54690399,
646106,
646107,
646108,
646109,
646110,
646112,
6398898,
646116,
646117,
646118,51.9502
646119,
646120,
646121,
646122,
646123,
646124,
646126,
646127,
646128,
646129,
646134,
646135,
646136,
646137,
646138,
646139,
646141,
646142,
646143,
646146,
646147,
646148,
646150,
646151,
646152,
646153,
646155,
646156,
646157,
646158,
646160,40.8899
646161,
646162,
646163,
646164,
646165,
646166,
646167,
646168,
646169,
574469,
646170,
646171,
646172,
646173,
646174,
646175,
646176,
646177,
646178,
646179,
646180,
646181,
646182,
646183,
646184,
646185,
6602539,
2858307,
6603329,
2837549,
646194,
646196,
646197,
646199,
646201,
646202,
646203,
646204,
646205,
646206,
646207,
646208,
646209,
646210,68.8393
646211,44.003
646212,42.9798
566573,
646214,77.7004
646215,
646216,
646217,
646220,
646221,
646222,
646224,
646225,51.5896
646226,
646227,
646228,
646229,100
646230,
646231,
646232,
68230,
646233,
646234,
135399067,
646237,
646238,
646240,
646241,
646242,
646243,
646244,
646245,
646246,
646247,
646248,
646249,
646250,
646251,
646252,
646253,
646254,
646255,
646256,
135424138,
646260,
646261,
646262,
646263,
646264,
646265,
646267,
646269,
646270,
646271,
646272,
646274,83.9495
646275,
646276,
646277,
646278,
646279,
646281,
646282,
646283,
646284,
646285,
646286,
646288,
646290,
646291,
646292,
646293,
646295,
646296,
646297,
646298,
646299,
646300,
646301,
646302,
646303,
646304,
646307,
6603029,
6603072,
646318,
646319,
646320,
646321,
646322,
646324,
646325,
646326,
646327,
646328,
646330,
135417708,42.4756
646332,
616821,
5769116,
646336,
646337,
646338,49.6207
646340,
54684656,
646342,
646343,
646344,
646345,41.8577
646346,
646347,
646348,
646349,
646351,100
646352,
646353,
646354,
646355,
646356,
646358,
646359,
646360,
646361,
646362,206.055
646363,
646364,
646365,
646368,
646370,
646371,
646372,
6398899,
646374,
646377,
646378,65.948
646379,47.7852
646380,
646381,
646382,
646384,
646385,
646386,
646387,
752925,
646389,
646390,
646394,
646395,
646396,
646397,
646398,
646399,
646400,
646401,
646402,
646404,
646405,
646406,
646407,
646408,
646409,
646410,
646411,
646412,68.0995
630512,
646413,
646414,
646415,
646416,39.8664
646417,
646418,
646420,
646421,
646422,
646423,
646424,
646426,100
646427,103.819
646428,
646429,
646430,
646431,
6603490,
6603375,
6602685,
6602661,39.3457
646444,
646446,
646447,
646450,
646451,
646452,
646453,
646454,
646455,
646457,
646458,
646460,
646461,
646463,
646464,55.5802
646465,
646466,
646468,
646469,
646470,
646471,
646472,
646475,
135450622,
646477,
646478,
646479,
646480,
646481,
646482,
646483,
646484,
646485,
396186,
646486,72.5994
99985,
646489,
279883,
646491,
646492,
774385,
646496,
646497,
646498,
646499,
646500,
646502,64.7731
646503,
646504,
646505,
646506,
646507,
342996,
646508,
646509,
646510,99.7748
646511,
646512,
646513,
646515,
646516,
646518,
646519,
646520,
646521,
646522,
646523,
646524,
646525,
646526,
646527,
646528,
646529,
646530,
646531,
646532,
646533,
646534,
646535,
646536,
646538,
646539,
646540,
646541,
646542,
646543,
646544,
646545,
646546,
646547,
5879555,
646549,
6602651,
6602590,
6603026,
6603369,
6603602,
646564,
2858406,
6602595,
646569,
646571,
6603063,
646575,
646576,
646577,
805900,
646579,
646580,
646581,
646582,
646584,
585536,
646585,
646586,
646587,
646588,
621946,
646589,
646590,
646591,
646592,
646594,
646595,
646596,
646597,
646598,51.1355
646599,
646600,
646601,
202779,
646602,
646603,
646604,
646605,
135417701,
570005,40.2607
646610,
646611,
646613,
646614,
5337372,
646616,
646617,
646618,
646619,
646620,
646621,
646623,
646624,
646625,
646626,100
646627,
646628,
646629,
646630,
5761205,
646632,
646634,
646635,
646636,
646637,
135408250,
646639,
646640,
646642,
646646,
646648,
646649,
646650,
646651,
646653,
646654,
646655,
646656,
646657,100
646659,
646661,
646662,
646664,
646666,
646667,
646668,
646669,
646670,
135449458,
646672,
646673,
646674,
646675,
646677,
646678,46.9763
135450623,
646685,
646686,40.4002
646687,
646688,
2902463,
2952123,
6602690,
646700,
646701,
646702,
646703,
646704,
646705,
646706,
646707,
646708,
646709,
646710,49.3965
646711,
646712,
646713,
646716,
646718,
646719,
646721,
646722,
646723,
646724,
646725,
646727,
646728,
646729,
646730,
646731,
646732,
646734,
646735,
646736,
646737,
646738,
646739,
646740,
646741,
646743,
646744,100
646748,35.7247
646749,
9589662,
646751,
646752,
646753,
646754,
646755,
646756,
646757,
646758,
646759,49.038
646760,
646761,
646762,
646764,
646765,
646766,
54683810,
646768,
646769,
646770,
646771,
646772,
646773,
646774,323.781
646775,
646776,
646777,
646778,
646780,
646782,
646783,
135450624,
646785,
646786,44.1576
54679442,
586130,
646791,100.409
646792,
646794,
646795,
646796,
646797,
646798,
646799,
646800,
646801,
646802,
6603129,100
6603020,
3080187,
646813,
646814,
646815,
646816,
646817,52.936
646818,
646819,
646820,
646821,
559346,
646823,
646824,
646825,
646826,
646827,
646828,
646830,
646831,67.8744
646832,
646833,
646834,
646836,
646837,
54679560,
646841,
646842,
646843,55.6405
646844,
646845,
646846,
646847,
646849,
646850,
646851,31.6503
646852,
646853,
646854,
646855,
646856,
646857,
646859,41.7823
646860,
646862,
646864,
646865,
646866,
646868,
646869,
646871,
646872,
646874,35.805
646875,
646876,
646877,
646879,
646880,
646881,
646882,
646883,
646884,
646885,
646886,
646887,
646888,41.0399
646889,
646890,
646891,98.0609
646892,
54684657,
646896,
646897,57.0684
646898,
646899,
646900,
646901,
646902,
646903,
646904,
646905,
646906,
646907,
646908,
646909,
646910,
646911,
646912,
566349,
646914,
646915,
646916,
646917,
646919,
646920,
646922,
6603484,
6603189,
6603373,
54686766,
646935,
646937,
646938,
646940,
646941,
646942,
646943,
646944,
646945,
646946,
646947,
646948,
646949,
646950,
646951,
646952,
646953,
646955,
617810,
646957,
646959,
646960,
646961,
646962,
646964,
3231413,
646968,
135442434,
646970,
646972,
646974,
646975,
646976,
646977,
646979,
646980,
646981,
646982,
646983,
646984,
646985,
646986,
646989,
646992,
646993,
646996,
646998,
646999,
647000,
622408,
647001,52.91
647002,
647003,
647005,
54678166,
647007,
647008,
647009,
647011,
647012,
647014,
647015,
647016,
647017,
647018,
647019,
647020,
6398903,
647022,
647023,
647024,
285865,
647025,
647026,
647028,
647029,
647032,
647033,
647034,
647035,164.122
647036,
647037,
647038,
647039,
647040,
647041,
97201,
647042,
647043,
647044,33.1878
647045,
647046,
6603141,
6602563,
6602669,
6603346,
647057,
647059,
647060,
647061,
1081338,
565184,
647063,
135417994,100
647066,
647067,
647068,
647069,
647070,
647071,
647072,
628013,
647073,
647074,
647076,54.1799
647077,
647078,
647079,57.5951
647080,
647081,
647082,
647083,
647084,
647085,
647087,
647089,
647090,
647091,97.0305
647092,
647093,
647094,
647095,
647096,
647097,
647098,
647099,
647100,
647103,
647104,55.2711
647106,
647107,
647108,
647112,
647113,
647114,
647115,
647116,
647118,
647119,
647120,
647121,
647122,
647123,
647124,
54679396,
647126,
647127,133.241
647129,
647130,
647131,
647133,
647134,
647135,
613853,
647136,
647137,
647138,
647139,
647140,
647141,
647142,
647143,
647146,
647147,
647148,
647149,
647150,
647151,
135435599,57.2359
647154,
647156,50.4147
647157,
647158,
647160,
647161,
647162,
647163,
647164,
647165,
647166,
647167,
647169,
647170,
6602583,
6603666,
2952496,
647177,
647179,
647180,
647181,
647182,
647183,
421162,
647185,
340721,82.6091
647187,
647188,
647189,
647190,
647191,
647193,
647194,73.5013
647195,
647196,36.3642
647197,
647198,
647199,
647200,
647201,
647202,
647203,
647204,
647206,
647207,
647208,
647209,
647210,
647211,
647213,
647214,
647215,
647217,
647218,
647219,
647220,
647221,
647223,
647225,
647226,
40146,
647228,
647231,
647232,
647233,
647234,
647235,42.3978
647236,
647237,38.0763
647238,
647239,
647240,
647241,
624322,
647244,
647245,
647247,
647248,36.7579
647249,
647250,
647252,
647253,
647254,
647255,
647256,
647257,
647259,
647260,
647261,
647262,
647263,
647265,
647266,
9567988,
647269,
647270,
647271,
647272,
647273,
647274,
647275,
647276,
647277,
647278,
647279,
647280,44.1587
647282,
647283,
6603025,
6602655,
6603156,
2830168,
647294,
647296,
647298,
6603083,
647302,
647304,
647305,
647306,
647307,
647309,
647310,
647312,
647313,
647314,
647315,
647316,
647317,
647319,
647320,
647321,
647322,
647323,31.6912
647324,
647325,
647327,
647328,
647329,
647330,35.5919
608542,
647331,
293372,
647333,
647335,
647336,
647337,
647338,
647339,165.913
647342,
647343,
647344,
647345,
647346,
647347,
647348,
647349,
647350,
647351,
647352,
647354,
647355,
647357,
647358,
647359,
647360,
647361,
647362,
647364,103.647
647366,
647367,
647368,
647369,
647370,
647371,
647372,
647373,
647374,
647375,
647376,
647377,
647378,
647380,
647381,
647383,
647384,
647386,102.469
647387,44.1401
389490,25.1878
647389,
647390,
534281,
647391,
647392,
647393,
647394,
135450626,80.0999
647397,78.5586
647398,
647399,
647400,
3066418,
6603144,
6603185,
647407,
608763,
647409,
647410,
647411,
647412,
647413,
647414,
647416,
647417,68.6502
647418,
647420,
647421,
647422,
561109,
135450627,
647424,28.6626
647427,
647428,
647429,
647430,
647431,
647432,
647433,
647434,
647435,
647437,
647439,50.1958
647441,
647442,
135450628,
647444,
647445,
647446,
647447,
647448,
647449,
647450,48.2402
647452,56.3184
647453,
647454,
647455,47.6176
647456,
647458,
312154,
647460,
647461,
647462,
647463,
135431429,
647465,
647466,
647467,
9595059,
647469,
135431903,
647471,
647472,
647473,
647475,
647476,
647477,
647478,
647479,38.5741
647480,
647481,
647482,
647483,
647485,
647486,
647487,
647488,
647490,
647491,29.6123
647492,
647493,
647494,
647495,
647496,48.0623
647498,
647499,
647500,
647501,
647502,
647503,
647505,53.7553
647506,
647507,
647508,
647509,
647511,
647512,
647513,
647514,
647515,
6603130,
6603091,
6603052,
6603467,
6602687,
6603191,
647528,
6602531,
6602537,
647534,
647535,
647539,
647540,
647541,
647543,
647544,
647545,
647546,
647547,
647551,
647553,
647554,
647555,
647556,
647557,
647559,
647560,
647561,
647562,
647563,
647564,
647565,43.1437
647566,
647567,
647568,
647569,
647570,
647572,
647573,
647574,
647575,
226793,
290219,
647578,66.1242
647580,
647581,37.2194
647583,
647584,
647585,
647586,
647588,
647589,101.873
647590,
647592,
647593,82.401
647595,
647596,
647597,
54682411,
647599,
647601,
647603,
647604,
647607,
647608,45.4943
647609,
647610,
647611,
647612,
647613,
647615,
647616,
647617,
54683754,
647620,
647621,
647622,
647623,
647624,
647625,
647626,
647627,
590957,
647629,
647630,
647631,
647632,
647633,
647634,100
647636,
135401746,
6602618,
91378,
6602604,
2879228,
2893528,
647647,
647649,
647650,
647651,
647653,
647655,
647656,
647657,
647658,
647659,
647660,
647661,
647662,
647663,
647665,
647666,
647668,
647669,
647670,
647671,
647672,
647673,
647674,
647676,
647677,
647679,
647680,
647681,
647682,37.0925
647683,
54685498,77.655
647685,66.3849
647686,
647687,
629376,
647689,
647690,
647691,
54685930,
647694,
647695,
647696,
647697,
647699,
647701,
647702,
647703,
647705,
647706,
647707,
647708,
647709,
647714,
647715,
647717,
647718,
647719,
647720,48.1153
647721,
647722,
135450629,
647725,
647726,
647727,38.4704
647728,
647729,
647730,52.255
647731,
647732,
647733,
647734,
647735,
647736,
647737,
647738,
647739,
647740,
647741,
647742,
647743,
647744,
647745,
647746,
647747,
647748,41.3645
647749,
647750,
647751,
548071,20.5816
647752,31.7913
647753,
647754,
647755,
6603069,
6602681,
6602522,
200169,
54686774,
2898604,
6603470,
6603159,
647775,
647777,
647778,
647779,
647780,
647781,
647782,
647783,
647784,
647785,
647786,
647787,
647788,
647789,
647793,
647794,
647795,
647796,
647798,
647799,
647801,
647802,
647803,
647804,
647805,
647806,
647807,
647808,
647810,
135399297,
647812,
647815,
647816,
647817,
282399,
647818,
647819,
647820,
647821,
54682379,
647824,
647826,
647827,
647829,
647830,
647831,
647833,
647834,
647836,
5878100,
647838,
647839,
647840,
647841,
647842,
647844,
647845,
647846,
647848,
647849,
647850,62.1001
647851,
647852,
647853,
647855,
647856,
647857,
647858,
647859,
647860,
647861,
647862,
647863,
647864,
647865,
647866,
647867,61.1972
647869,
647870,
647871,
135403970,
647873,
647874,
647875,
647876,
647877,
5767451,
647880,
647881,
647883,
647884,
647885,
647886,
135450630,
647888,
647889,
647890,
118982,
6602607,
6603639,29.8127
647902,
6603364,
647906,
6603330,
647910,
647912,
647913,
647914,
647916,
647917,
647918,
647919,
647920,
647921,
647922,
647924,
647925,
647926,
206650,
832838,
944334,
647929,
647930,
647934,
647935,
647937,
647938,
647939,
647940,
647942,
647943,
647944,
647946,
647947,
647949,
135447952,
647951,
647952,
647953,
647954,50.6027
647955,
647957,
307028,47.3888
647958,
647959,96.812
647960,
647961,
647962,91.9831
54679441,
647964,
647967,
647968,
647969,
647972,
647973,
647974,47.937
647975,
647976,
647977,
647978,
647979,
647980,
647981,
647982,
647983,
647984,
647985,
647987,
647988,
647989,
647990,
1893668,
647992,
647993,
647995,
647996,
647997,
6285086,
647999,
648001,
648003,
648004,
648005,
648006,
648007,
648008,
648009,
648010,
648011,
6602550,144.848
6602672,
2881273,
2881708,
2729806,
2925284,
2952198,
648028,
648029,
648030,
648031,
648032,
648033,
648034,
648035,
648036,107.756
648038,
648039,
648040,45.27
648041,
648043,
648044,
648045,
9568629,
5377877,
648048,
648049,
648050,
648051,
648052,
1108930,
648054,
648055,
648057,
648058,
648059,
648060,
648062,
648063,
648064,
648065,
648066,
648067,67.9952
648068,
648070,
648072,
648075,
648077,
648078,
648079,
648080,
648081,
648082,
648083,
648084,
648085,
135450633,
648088,45.606
648089,
648090,
648091,
648092,
648093,
648094,
648096,
648097,
648098,
648099,
648100,
648101,
648102,
648103,59.6688
648104,
648105,
648106,38.7077
648107,
648108,
648109,
648110,
648111,
648113,
648116,
648117,
648119,
648120,
648121,
648122,
648123,
648124,
648125,
648126,
648127,
648128,
648129,
648130,
648131,38.7693
587190,
551021,
648134,
6602997,
6602694,
2901700,
648141,
171296,
648144,
648145,
648147,
648148,
648149,
648150,
67974,
648153,
648154,
648155,
648156,
648157,
648158,39.8481
135417043,
648160,
603501,
648161,
648162,
648163,
648164,
648165,
648167,
648168,
648169,
648170,
648171,
648172,
648173,
648174,
648175,
648176,
648177,
648178,
648179,
648182,
648183,
648184,
648187,
535262,
577518,
648188,
648189,
648190,
648192,
648193,
648194,
5405437,
648195,40.5385
648196,
648197,
648198,
648199,
648200,
648201,
648202,
648203,
648204,
648205,
648206,
5768475,
648208,33.4773
648209,
648211,
648212,
648214,
648216,
648217,
648218,
648219,
648220,
648221,
648222,
648223,
648224,
648225,
648226,41.2898
648227,
648228,
565049,
648229,
648230,
648231,
543990,
648233,
648234,
648235,
648236,
648237,33.4396
255081,
648239,
648240,
648241,
648242,
648243,
648245,
648246,
648247,
648248,
648250,
648251,
648253,35.9371
6603656,
648263,
6602584,
648267,
403034,
648270,
2842217,
2911435,
54686772,
6603152,
648283,
648284,
648285,
285698,
648286,
648287,
648288,
648289,
648290,
292449,
648291,
648292,
648293,
648294,
648295,
648296,58.8939
648297,
648298,
648299,
648300,
648301,
648303,
648304,
648305,
648306,
648307,
648308,
648309,
648311,
648314,
648315,
648317,
648319,
648321,
648322,
648324,
54683756,
648327,
648328,
648329,
648330,
648334,43.0638
648335,
648337,
648338,
648339,
648340,
54684099,
648342,
648343,
648344,
648345,
648346,
648347,
648348,
648350,
648351,
648352,
648354,
648355,
615754,
648357,
648358,
648359,
648360,
648361,
54689174,
648364,
648366,81.7171
648367,
648369,
648370,
648371,
648372,
648373,
648375,
648376,
648377,
648378,
648379,
648380,
648381,
648382,
648383,
648384,
648385,
648386,
648387,
6602986,
