name,size,r2_mean,r2_median,r2_std,pcc_mean,pcc_median,pcc_std
ec50_homosapiens_gabacreceptor,19,-0.166,-0.099,0.260,-0.025,-0.020,0.283
ec50_homosapiens_gabareceptoralpha2beta2gamma2subunit,31,-0.395,-0.064,1.302,0.065,0.073,0.056
ec50_homosapiens_glycogensynthasekinase3beta,632,-0.005,0.014,0.047,0.299,0.298,0.010
ec50_homosapiens_gproteincoupledbileacidreceptor1,477,-0.123,-0.115,0.087,-0.379,-0.435,0.145
ec50_homosapiens_gproteincoupledreceptor120,72,-0.061,-0.031,0.083,0.028,0.023,0.058
ec50_homosapiens_gproteincoupledreceptor35,218,0.005,0.036,0.072,0.397,0.391,0.026
ec50_homosapiens_gproteincoupledreceptor54,125,-0.165,-0.130,0.101,-0.533,-0.533,0.016
ec50_homosapiens_gproteincoupledreceptor55,193,-0.033,-0.005,0.087,0.202,0.201,0.019
ec50_homosapiens_gproteinsignallingregulator19,71,-0.148,-0.089,0.130,-0.039,-0.043,0.029
ec50_homosapiens_guaninenucleotidebindingproteingkalpha3subunit,20,-11.670,-5.057,9.957,0.033,-0.085,0.255
ec50_homosapiens_heatshockfactorprotein1,35,0.098,0.193,0.260,0.639,0.643,0.061
ec50_homosapiens_heatshockprotein90hsp90,21,-0.139,-0.088,0.184,-0.026,-0.024,0.134
ec50_homosapiens_histaminereceptorh4,80,-0.151,-0.100,0.125,-0.079,-0.079,0.030
ec50_homosapiens_histonedeacetylase1hdac1,25,-0.233,-0.085,0.345,0.167,0.237,0.242
ec50_homosapiens_integrinalpha4beta7,17,-0.526,-0.268,0.794,0.330,0.360,0.137
ec50_homosapiens_intestinalalkalinephosphatase,252,-0.402,-0.170,0.513,0.142,0.181,0.077
ec50_homosapiens_kappaopioidreceptor,1217,-0.049,-0.014,0.090,0.351,0.349,0.009
ec50_homosapiens_kinesinlikeprotein1,18,0.079,0.153,0.160,0.708,0.714,0.070
ec50_homosapiens_lxralpha,396,-0.016,0.011,0.069,0.237,0.238,0.011
ec50_homosapiens_melanocortinreceptor3,344,0.080,0.101,0.051,0.521,0.521,0.009
ec50_homosapiens_metabotropicglutamatereceptor1,41,-0.033,0.005,0.093,0.248,0.261,0.075
ec50_homosapiens_metabotropicglutamatereceptor5mglur5,535,-0.169,-0.111,0.153,-0.070,-0.072,0.014
ec50_homosapiens_metabotropicglutamatereceptor6,16,-0.068,0.019,0.260,0.416,0.402,0.171
ec50_homosapiens_mitogenactivatedproteinkinase14,29,-0.097,-0.059,0.134,0.573,0.580,0.119
ec50_homosapiens_mitogenactivatedproteinkinasekinasekinasekinase2,353,-0.121,-0.102,0.075,0.049,0.051,0.013
ec50_homosapiens_muscarinicacetylcholinereceptorm2,11,-0.260,-0.142,0.329,0.067,0.043,0.161
ec50_homosapiens_mutypeopioidreceptormu,504,-0.050,-0.023,0.081,0.399,0.398,0.008
ec50_homosapiens_neuropeptideyreceptortype1,74,0.412,0.453,0.249,0.864,0.869,0.013
ec50_homosapiens_neuropeptideyreceptortype2,108,0.394,0.440,0.144,0.871,0.870,0.008
ec50_homosapiens_nicotinicacetylcholinereceptoralpha6alpha3beta4,65,-0.024,0.029,0.178,0.462,0.460,0.036
ec50_homosapiens_nitricoxidesynthaseendothelialandbrain,82,-0.081,-0.031,0.138,0.209,0.208,0.046
ec50_homosapiens_nuclearreceptorroralpha,154,-0.260,-0.142,0.322,0.136,0.161,0.082
ec50_homosapiens_nuclearreceptorsubfamily1groupdmember1,62,-0.173,-0.112,0.181,-0.036,-0.035,0.058
ec50_homosapiens_nucleotidebindingoligomerizationdomaincontaining1,546,0.085,0.098,0.048,0.678,0.678,0.016
ec50_homosapiens_parathyroidhormonereceptor,11,-0.206,-0.101,0.301,0.326,0.372,0.223
ec50_homosapiens_prostaglandine2receptorep2subtypeep2,82,-0.067,-0.040,0.097,0.066,0.064,0.103
ec50_homosapiens_prostanoidfpreceptor,12,-0.239,-0.087,0.395,0.448,0.464,0.186
ec50_homosapiens_purinergicreceptorp2y11,21,-0.617,-0.385,0.650,0.156,0.183,0.133
ec50_homosapiens_purinergicreceptorp2y14,69,-0.218,-0.156,0.269,-0.208,-0.211,0.038
ec50_homosapiens_rasprotein,372,-0.131,-0.059,0.209,0.024,0.026,0.015
ec50_homosapiens_serinethreonineproteinkinasepak4,46,-0.136,-0.067,0.203,0.095,0.091,0.069
ec50_homosapiens_serotonin35ht3receptor,11,-0.053,0.047,0.276,0.497,0.522,0.172
ec50_homosapiens_sodiumdependentglucosecotransporter1sglt1,19,-0.114,-0.023,0.215,0.180,0.162,0.120
ec50_homosapiens_somatostatinreceptor,67,0.001,0.060,0.127,0.480,0.480,0.044
ec50_homosapiens_steroidogenicfactor1,174,0.127,0.149,0.069,0.572,0.574,0.018
ec50_homosapiens_telomerasereversetranscriptase,104,-0.045,-0.006,0.105,0.217,0.220,0.037
ec50_homosapiens_thrombopoietinreceptor,265,0.023,0.066,0.120,0.447,0.446,0.011
ec50_homosapiens_tolllikereceptor2,18,-0.768,-0.606,0.637,-0.721,-0.732,0.069
ec50_homosapiens_tolllikereceptor8,56,-0.139,-0.061,0.217,0.151,0.178,0.241
ec50_homosapiens_tyrosineproteinkinasejak2,49,-0.020,0.048,0.175,0.322,0.334,0.056
ec50_homosapiens_vascularendothelialgrowthfactorreceptor2,25,-0.199,-0.128,0.245,-0.499,-0.525,0.114
ec50_homosapiens_vasopressinreceptor,100,-0.073,-0.024,0.103,0.201,0.210,0.054
ec50_homosapiens_vitamindreceptor,129,-0.038,0.002,0.101,0.402,0.404,0.015
ec50_humanherpesvirus8_lana,77,-0.185,-0.100,0.222,0.103,0.106,0.144
ec50_musmusculus_androgenreceptor,21,-0.103,-0.021,0.181,0.143,0.150,0.065
ec50_musmusculus_fructose16bisphosphatase1,19,-0.143,-0.069,0.243,0.475,0.476,0.098
ec50_musmusculus_glucocorticoidreceptor,12,-0.217,-0.033,0.476,0.435,0.433,0.101
ec50_musmusculus_melanocortinreceptor4,287,-0.049,-0.017,0.086,0.270,0.269,0.014
ec50_musmusculus_peroxisomeproliferatoractivatedreceptoralpha,68,-0.035,0.003,0.089,0.191,0.187,0.067
ec50_musmusculus_rasrelatedc3botulinumtoxinsubstrate1,459,-0.052,0.011,0.182,0.203,0.199,0.019
ec50_musmusculus_traceamineassociatedreceptor1taar1,47,-0.126,-0.036,0.231,0.168,0.177,0.070
ec50_mycobacteriumtuberculosish37rv_dnarecombinationproteinreca,539,-0.121,-0.063,0.172,0.074,0.065,0.031
ec50_oryctolaguscuniculus_cathepsink,17,-0.031,0.016,0.218,0.360,0.451,0.246
ec50_rattus_bombesin,18,-0.116,-0.004,0.255,0.579,0.596,0.116
ec50_rattus_cckbr,12,-0.662,-0.201,1.321,0.217,0.256,0.376
ec50_rattus_muscarinicreceptorm1andm2,89,-0.171,-0.095,0.242,0.233,0.250,0.137
ec50_rattus_nociceptinorphaninfqnopreceptor,20,-0.116,-0.041,0.189,0.408,0.387,0.138
ec50_rattus_ptgir,18,-0.226,-0.142,0.223,-0.151,-0.143,0.099
ec50_rattusnorvegicus_adenosinereceptorsa2aa2a,49,-0.124,-0.026,0.263,0.327,0.325,0.054
ec50_rattusnorvegicus_d2dopaminereceptor,70,-0.095,-0.053,0.121,-0.131,-0.131,0.039
ec50_rattusnorvegicus_deltakappaopioidreceptor,14,-0.078,0.029,0.359,0.449,0.434,0.224
ec50_rattusnorvegicus_glutamatenmdareceptorsubunitepsilon3zeta1,82,-0.122,-0.036,0.205,0.168,0.175,0.079
ec50_rattusnorvegicus_hexokinasetypeiv,28,-0.091,-0.001,0.215,0.278,0.271,0.135
ec50_rattusnorvegicus_inositol145trisphosphatereceptortype1,17,-0.061,0.087,0.757,0.638,0.654,0.095
ec50_rattusnorvegicus_ionotropicglutamatereceptornmda12d,59,0.080,0.122,0.121,0.542,0.535,0.052
ec50_rattusnorvegicus_metabotropicglutamatereceptor,87,0.028,0.092,0.163,0.617,0.622,0.037
ec50_rattusnorvegicus_serotonin5htreceptor,40,0.005,0.045,0.099,0.420,0.422,0.105
ec50_rattusnorvegicus_serotonintransportersert,21,-0.187,-0.085,0.265,0.056,0.060,0.096
ec50_rattusnorvegicus_transientreceptorpotentialcationchannelsubfamilymmember8,13,-0.101,-0.004,0.388,0.377,0.471,0.306
ec50_simianvirus40_largetantigen,79,-0.030,0.020,0.168,0.329,0.375,0.116
ec50_susscrofa_cardiacalphatropomyosin,76,-0.086,-0.035,0.125,0.044,0.052,0.042
ic50_alicyclobacillusacidocaldarius_squalenehopenecyclase,26,-0.123,-0.027,0.183,0.221,0.216,0.156
ic50_arabidopsisthaliana_cycloartenolsynthase,20,-0.394,-0.221,0.476,0.106,0.095,0.148
ic50_bacilluscereus_phospholipasec,14,-1.837,-1.553,1.522,0.729,0.743,0.068
ic50_bostaurus_adrenergicalpha2,41,-0.134,-0.045,0.247,0.315,0.308,0.097
ic50_bostaurus_angiotensiniitype1aat1areceptor,263,-0.006,0.020,0.071,0.322,0.322,0.017
ic50_bostaurus_arachidonate5lipoxygenase,154,-0.001,0.042,0.105,0.291,0.292,0.016
ic50_bostaurus_campdependentproteinkinasepka,254,0.004,0.032,0.088,0.290,0.290,0.013
ic50_bostaurus_cytosolicphospholipasea2,44,-0.884,-0.698,0.682,0.533,0.531,0.046
ic50_bostaurus_geranylgeranyltransferaseggtasei,142,-0.146,-0.094,0.177,-0.039,-0.044,0.049
ic50_bostaurus_inositol1or4monophosphatase1,17,-0.083,0.014,0.260,0.420,0.437,0.145
ic50_bostaurus_matrixmetalloproteinase13,13,-0.222,-0.001,0.810,0.425,0.466,0.334
ic50_bostaurus_monoamineoxidasea,30,-0.824,-0.483,0.968,0.215,0.217,0.066
ic50_bostaurus_phosphodiesterase1,11,-0.210,0.021,0.799,0.686,0.738,0.194
ic50_bostaurus_purinenucleosidephosphorylasepnp,95,-0.055,-0.017,0.101,0.069,0.067,0.051
ic50_bostaurus_serotonin2a5ht2areceptor,97,-0.042,0.000,0.122,0.260,0.263,0.037
ic50_caenorhabditiselegans_proteindaf12isoforma,230,-272744.929,-256264.531,114698.561,0.073,0.074,0.017
ic50_caldocellumsaccharolyticum_betaglucosidasea,33,-0.250,-0.149,0.309,0.089,0.083,0.108
ic50_canislupusdingo_cgmpspecific35cyclicphosphodiesterase,117,-0.065,-0.017,0.118,0.216,0.212,0.048
ic50_caviacutleri_mukappaopioidreceptor,900,-0.126,-0.052,0.186,0.060,0.060,0.006
ic50_caviacutleri_tacr3,21,-0.118,-0.036,0.236,0.162,0.175,0.161
ic50_caviaporcellus_histamineh1receptor,190,-0.118,-0.074,0.130,0.033,0.033,0.015
ic50_clostridiumbotulinum_botulinumneurotoxintypea,336,-0.336,-0.245,0.315,0.151,0.186,0.090
ic50_cryptococcusneoformans_imidazoleglycerolphosphatedehydratase,13,-0.218,-0.104,0.316,0.112,0.112,0.217
ic50_eimeriatenella_cgmpdependentproteinkinase,261,-0.213,-0.145,0.189,0.354,0.363,0.043
ic50_electrophoruselectricus_acetylcholinesterase,3364,-0.045,-0.018,0.064,0.114,0.115,0.005
ic50_enterobactercloacae_betalactamaseclassc,35,-0.113,-0.060,0.130,-0.204,-0.197,0.114
ic50_epsteinbarrvirusstraingd1_bzlf1,126,0.012,0.045,0.100,0.453,0.487,0.089
ic50_equuscaballus_butyrylcholinesterase,731,-0.033,-0.004,0.111,0.149,0.148,0.007
ic50_escherichiacoli_1deoxydxylulose5phosphatereductoisomerase,97,-0.147,-0.083,0.197,0.129,0.141,0.058
ic50_escherichiacoli_5enolpyruvylshikimate3phosphatesynthase,17,-1.179,-0.781,1.094,0.441,0.414,0.137
ic50_escherichiacoli_betaketoacylacpsynthaseiiifabh,61,-0.058,-0.025,0.105,0.171,0.172,0.043
ic50_escherichiacoli_bifunctionalproteinglmu,118,0.016,0.051,0.075,0.545,0.541,0.023
ic50_escherichiacoli_dihydrofolatereductase,93,-0.105,-0.089,0.063,-0.350,-0.364,0.058
ic50_escherichiacoli_dnagyrase,302,-0.139,-0.070,0.186,-0.111,-0.110,0.018
ic50_escherichiacoli_murf,12,-0.246,-0.016,0.652,0.400,0.415,0.226
ic50_escherichiacoli_rnapolymerasebetasubunitec2776,23,-1.938,-1.641,0.970,0.026,0.038,0.091
ic50_escherichiacoli_thymidinephosphorylasetp,37,-0.365,-0.181,0.518,-0.217,-0.223,0.083
ic50_escherichiacolistrk12substrmg1655_exonucleasevrecbcdcomplexalphachain,60,-0.459,-0.296,0.483,0.057,0.065,0.066
ic50_helicobacterpylori_glutamateracemase,11,-0.458,-0.027,2.069,0.393,0.442,0.235
ic50_hepatitiscvirus_hcvns3ns4aserineproteinase,15,-0.133,-0.040,0.240,0.646,0.680,0.136
ic50_hepatitiscvirus_hepatitiscvirusserineproteasens3ns4a,348,-0.025,0.013,0.104,0.358,0.345,0.058
ic50_hepatitiscvirus_ns3,117,-0.049,-0.008,0.119,0.215,0.217,0.055
ic50_hepatitiscvirusgenotype3aisolatenzl1_rnadirectedrnapolymerasens5b,28,-0.377,-0.264,0.357,-0.081,-0.086,0.075
ic50_homosapiens_11betahydroxysteroiddehydrogenase1,3595,-0.094,-0.047,0.131,0.178,0.178,0.005
ic50_homosapiens_17betahydroxysteroiddehydrogenase517betahsd5akr1c3,50,0.007,0.048,0.156,0.363,0.366,0.068
ic50_homosapiens_1acylglycerol3phosphateoacyltransferasebeta,106,-0.098,-0.069,0.116,0.187,0.188,0.036
ic50_homosapiens_5hydroxytryptaminereceptor2c5ht2c,580,-0.046,-0.021,0.068,0.034,0.034,0.010
ic50_homosapiens_5lipoxygenase5lipoxygenaseactivatingprotein,19,-0.100,-0.050,0.145,0.130,0.132,0.161
ic50_homosapiens_acetylcoacarboxylase2acc2,2757,0.040,0.056,0.042,0.355,0.355,0.002
ic50_homosapiens_acylcholesterolacyltransferase1acat1,326,-0.028,-0.004,0.066,0.128,0.127,0.010
ic50_homosapiens_adenosinekinase,571,-0.090,-0.044,0.145,0.159,0.134,0.127
ic50_homosapiens_adenosinereceptor,314,-0.209,-0.105,0.232,-0.160,-0.161,0.018
ic50_homosapiens_adenosinereceptora2a,203,0.070,0.120,0.138,0.519,0.519,0.012
ic50_homosapiens_adenosylhomocysteinase,134,-0.062,-0.027,0.079,0.045,0.047,0.025
ic50_homosapiens_adrenergicreceptor,377,-0.097,-0.052,0.122,0.114,0.110,0.057
ic50_homosapiens_aldoketoreductasefamily1memberc1,71,-0.238,-0.106,0.362,0.120,0.119,0.081
ic50_homosapiens_alkalinephosphatasetissuenonspecificisozyme,464,-0.145,-0.073,0.193,0.022,0.025,0.033
ic50_homosapiens_alktyrosinekinasereceptor,1297,-0.018,0.016,0.094,0.340,0.340,0.004
ic50_homosapiens_alphaketoglutaratedependentdioxygenasealkbhomolog3,18,-0.078,-0.014,0.179,0.329,0.328,0.161
ic50_homosapiens_amiloridesensitivecationchannel3,49,0.014,0.071,0.130,0.452,0.455,0.070
ic50_homosapiens_anandamideamidohydrolase,35,-0.128,-0.040,0.217,0.415,0.419,0.070
ic50_homosapiens_anoctamin1,15,-0.231,-0.107,0.347,0.012,0.032,0.165
ic50_homosapiens_antiestrogenbindingsiteaebs,18,-0.098,-0.045,0.210,0.155,0.138,0.204
ic50_homosapiens_apoptoticpeptidaseactivatingfactor1,443,-0.381,-0.154,0.469,0.048,0.055,0.058
ic50_homosapiens_arginase1,32,0.095,0.124,0.111,0.622,0.625,0.082
ic50_homosapiens_arginase2mitochondrial,39,0.075,0.132,0.152,0.685,0.681,0.041
ic50_homosapiens_arylaminenacetyltransferase1,29,-0.265,-0.097,0.392,0.333,0.321,0.083
ic50_homosapiens_atpasefamilyaaadomaincontainingprotein2,78,0.123,0.156,0.086,0.804,0.804,0.017
ic50_homosapiens_bcl2relatedproteina1,63,-0.004,0.027,0.081,0.255,0.251,0.047
ic50_homosapiens_bclxlbak,580,-0.021,0.012,0.086,0.574,0.569,0.021
ic50_homosapiens_bcrablfusionprotein,146,-0.174,-0.127,0.162,-0.238,-0.241,0.028
ic50_homosapiens_betainetransporter,25,-0.413,-0.212,0.489,0.013,0.029,0.139
ic50_homosapiens_betasecretase2bace2,731,-0.116,-0.064,0.166,0.032,0.032,0.009
ic50_homosapiens_bonemorphogeneticprotein1,344,-0.071,-0.017,0.143,0.207,0.207,0.012
ic50_homosapiens_brafmekerk,91,-0.027,0.033,0.158,0.381,0.380,0.025
ic50_homosapiens_calciumactivatedpotassiumchannelalphabeta1,49,-0.111,-0.042,0.153,-0.008,-0.005,0.067
ic50_homosapiens_calciumsensingreceptorcasr,22,-0.150,-0.049,0.256,0.151,0.141,0.157
ic50_homosapiens_calpain2mcalpain,12,-0.056,0.025,0.367,0.487,0.543,0.260
ic50_homosapiens_campdependentproteinkinasepka,129,0.055,0.078,0.062,0.509,0.509,0.023
ic50_homosapiens_cannabinoidreceptor,84,0.074,0.123,0.123,0.564,0.567,0.031
ic50_homosapiens_cannabinoidreceptor1cb1,1125,-0.061,0.015,0.197,0.465,0.464,0.008
ic50_homosapiens_cannabinoidreceptor2cb2,697,-0.048,-0.008,0.115,0.373,0.377,0.037
ic50_homosapiens_carbonicanhydrasexiv,19,-0.237,-0.099,0.308,0.210,0.195,0.113
ic50_homosapiens_caseinkinaseii,116,0.104,0.144,0.102,0.689,0.687,0.014
ic50_homosapiens_caspase1,479,-0.048,0.006,0.132,0.450,0.449,0.014
ic50_homosapiens_caspase8,248,-0.091,-0.034,0.147,0.211,0.210,0.021
ic50_homosapiens_cateninbeta1,25,0.048,0.138,0.310,0.497,0.523,0.109
ic50_homosapiens_cathepsinv,127,-0.099,-0.047,0.168,0.234,0.231,0.031
ic50_homosapiens_cbp,121,-0.031,-0.002,0.077,0.209,0.208,0.033
ic50_homosapiens_ccchemokinereceptortype3,878,0.005,0.040,0.076,0.594,0.596,0.006
ic50_homosapiens_ccr5muopioidreceptorcomplex,180,-0.069,-0.033,0.100,0.245,0.234,0.051
ic50_homosapiens_cdc7dbf4celldivisioncycle7relatedproteinkinaseactivatorofsphasekinase,167,-0.001,0.025,0.069,0.306,0.307,0.023
ic50_homosapiens_cdc7kinase,82,-0.050,-0.012,0.129,0.433,0.434,0.035
ic50_homosapiens_cdk1cycline,827,-0.046,-0.012,0.108,0.114,0.114,0.006
ic50_homosapiens_celldivisioncycle25bisoform2,142,-0.116,-0.076,0.128,0.003,0.001,0.023
ic50_homosapiens_celldivisioncycle7relatedproteinkinase,46,-0.162,-0.103,0.168,-0.012,-0.021,0.069
ic50_homosapiens_cgmpdependent35cyclicphosphodiesterase,615,0.036,0.100,0.132,0.716,0.717,0.012
ic50_homosapiens_chondroitinsulfatenacetylgalactosaminyltransferase1,23,-1.328,-0.772,1.400,-0.018,0.000,0.139
ic50_homosapiens_coagulationfactoriiifactorviiafviia,76,-0.492,-0.349,0.627,0.304,0.307,0.031
ic50_homosapiens_coagulationfactorvii,280,0.105,0.131,0.069,0.485,0.486,0.011
ic50_homosapiens_corticotropinreleasingfactorreceptor1,605,-0.045,-0.004,0.113,0.260,0.262,0.006
ic50_homosapiens_cpla2c2,342,-0.101,-0.054,0.148,0.444,0.454,0.049
ic50_homosapiens_craf,232,0.083,0.136,0.125,0.593,0.592,0.008
ic50_homosapiens_cyclinbcyclindependentkinase1cdk1g2mitoticspecificcyclinb2g2mitoticspecificcyclinb3,195,-0.095,-0.039,0.136,0.093,0.095,0.035
ic50_homosapiens_cyclindependentkinase7cdk7,63,-0.073,-0.028,0.117,0.102,0.104,0.091
ic50_homosapiens_cyclindependentkinase9,40,-0.132,-0.057,0.241,0.151,0.197,0.133
ic50_homosapiens_cyclophilinbcypb,16,0.309,0.345,0.089,0.880,0.886,0.036
ic50_homosapiens_cysltr2,49,-0.034,0.021,0.143,0.328,0.335,0.043
ic50_homosapiens_cysticfibrosistransmembraneconductanceregulator,92,-0.015,0.009,0.066,0.288,0.283,0.065
ic50_homosapiens_cystineglutamatetransporter,23,0.148,0.207,0.155,0.856,0.859,0.028
ic50_homosapiens_cytidinedeaminasecda,14,-0.368,-0.211,0.425,0.149,0.155,0.132
ic50_homosapiens_cytochromecyp26a1,159,0.031,0.060,0.069,0.535,0.536,0.019
ic50_homosapiens_cytochromep4501a2,728,-0.152,-0.077,0.175,0.012,0.021,0.095
ic50_homosapiens_cytochromep4502c18,14,-0.123,-0.039,0.331,0.529,0.549,0.164
ic50_homosapiens_cytochromep4502e1,53,-0.083,-0.041,0.134,0.189,0.192,0.052
ic50_homosapiens_daminoacidoxidasedaao,329,0.022,0.054,0.083,0.483,0.488,0.021
ic50_homosapiens_deoxyuridine539triphosphatenucleotidohydrolasedutpase,225,0.019,0.036,0.050,0.446,0.442,0.019
ic50_homosapiens_diacylglyceroloacyltransferase1,896,-0.091,-0.017,0.203,0.386,0.387,0.007
ic50_homosapiens_diacylglyceroloacyltransferase2,216,-0.050,-0.022,0.067,0.064,0.066,0.022
ic50_homosapiens_dihydrofolatereductasedhfr,19,-0.282,-0.142,0.406,0.078,0.091,0.167
ic50_homosapiens_dipeptidylpeptidaseiianddipeptidylpeptidaseivdpp2anddpp4,811,-0.130,-0.045,0.208,0.226,0.232,0.031
ic50_homosapiens_dipeptidylpeptidaseiv,38,-0.068,-0.016,0.145,0.210,0.215,0.061
ic50_homosapiens_dipeptidylpeptidaseviii,924,-0.160,-0.098,0.191,0.167,0.175,0.044
ic50_homosapiens_dnacytosine5methyltransferase3b,22,-0.085,-0.024,0.173,0.264,0.258,0.142
ic50_homosapiens_dopamined2receptorandserotonin1areceptor,485,-0.048,-0.012,0.099,0.163,0.165,0.021
ic50_homosapiens_dopaminereceptord2lneurotensinreceptornts1,102,0.008,0.037,0.069,0.289,0.279,0.046
ic50_homosapiens_dualspecificitymitogenactivatedproteinkinasekinase1,194,-0.057,-0.002,0.140,0.261,0.260,0.021
ic50_homosapiens_dualspecificityphosphatasecdc25b,497,-0.198,-0.096,0.274,-0.019,-0.021,0.018
ic50_homosapiens_dualspecificityproteinkinasettk,491,-0.066,-0.003,0.125,0.377,0.381,0.021
ic50_homosapiens_dualspecificityproteinphosphatase1,176,-0.129,-0.066,0.165,0.119,0.119,0.021
ic50_homosapiens_dualspecificityproteinphosphatasevhr,637,-0.182,-0.096,0.221,-0.034,-0.054,0.060
ic50_homosapiens_dualspecificityproteinphosphatasevhxvhx,17,0.006,0.080,0.231,0.549,0.552,0.095
ic50_homosapiens_elongationofverylongchainfattyacidsprotein6,101,-0.092,-0.055,0.106,0.059,0.061,0.038
ic50_homosapiens_endoplasmicreticulumaminopeptidase2,31,-0.086,-0.037,0.145,0.095,0.122,0.151
ic50_homosapiens_endothelialpasdomaincontainingprotein1,180,-0.240,-0.188,0.207,0.004,0.000,0.021
ic50_homosapiens_endothelinreceptoretaetb,2208,-0.060,-0.021,0.089,0.103,0.104,0.003
ic50_homosapiens_ephrintypebreceptor4ephb4,332,-0.047,-0.028,0.066,0.121,0.122,0.021
ic50_homosapiens_epidermalgrowthfactorreceptor,5147,-0.101,-0.051,0.141,0.058,0.058,0.009
ic50_homosapiens_fattyacidsynthase,28,-0.224,-0.153,0.281,-0.058,-0.058,0.116
ic50_homosapiens_fibroblastgrowthfactorreceptor,11,-0.409,-0.043,1.387,0.327,0.398,0.383
