n_harmonics,base_freq,magnitudes,instruments
7,3.1868288721414957,"[-5.23911084e-04  8.05143961e-01 -8.65480712e-02  5.72943912e-01
  1.21193658e+00  1.24525411e-01 -4.18374700e-01]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
-2.766149933646564,0.0006215282202250939
-2.7645129416349223,0.06067944259210924
-2.7636332995968593,0.09985304494414345
-2.7606362089645624,0.19981165891614366
-2.7543323169961127,0.44234107381393306
-2.7492238857335374,0.623685992255932
-2.737014104498929,1.074264392047857
-2.7367649125657634,1.0793175973555027
-2.7352963147213836,1.1354507750897078
-2.734359265654193,1.1806358394955736
-2.732879221252852,1.2276160360098616
-2.7324430733077087,1.2362395498505077
-2.725425067482063,1.487647910299023
-2.7248204177966473,1.518330846288721
-2.7051842843449103,2.1360159682414976
-2.6993477526701612,2.297654841730563
-2.6963430774976613,2.361299023199295
-2.6936171782173424,2.4301790580882283
-2.679002462634581,2.7327848018346357
-2.671233578334361,2.8254311096113844
-2.665401951558116,2.8892670693451636
-2.661234262816889,2.917544920028718
-2.657680236643423,2.9271670615315384
-2.651759127777821,2.9356535878595165
-2.6484645629601413,2.9368517600121966
-2.6463936825409324,2.929526166973082
-2.639286514226965,2.894442283031433
-2.6350962778130977,2.8635350357817213
-2.624847019315748,2.731896038787396
-2.620481744314033,2.657547069175243
-2.613371811841308,2.543944375582731
-2.611783080827548,2.519803318189297
-2.6046619379601137,2.368022754424307
-2.5872124093157205,1.9619521845095476
-2.5844379594470226,1.8823615041835469
-2.579002796958015,1.7520746360966262
-2.566139273765146,1.3995907242002472
-2.565005662264605,1.3613746836490792
-2.564745414698656,1.3542502829413656
-2.5639737971773537,1.3210645757876414
-2.5533980994423864,1.0502796348196592
-2.5493922888407967,0.945802194309584
-2.5480780400212826,0.918290868131076
-2.524888900729437,0.358568936534779
-2.52473839859302,0.35464305518037703
-2.517442263040427,0.20321405896902356
-2.5156822749942043,0.14788270613165147
-2.515530223607159,0.1530307552763202
-2.514098532039088,0.13375776374077833
-2.5060456872780232,-0.021330303328072637
-2.5008656153876725,-0.11492994851356249
-2.494172695626448,-0.2285708338839632
-2.485956432228325,-0.3399493804905403
-2.4853420081604254,-0.35237531399029715
-2.480915548963296,-0.4175587539530299
-2.480722894014579,-0.42195459144794617
-2.4802181487942367,-0.42242971662342477
-2.4777832829097375,-0.4611407215049033
-2.475451291994478,-0.4859784782236372
-2.4685193062790587,-0.5901877317943608
-2.466580396582442,-0.6186761748615441
-2.4459615472938245,-0.8630963020371343
-2.440141577749376,-0.9069118061158583
-2.4357051865640793,-0.9803264892901523
-2.4337163361423437,-1.0065532868190457
-2.4152135964859216,-1.2265146244749099
-2.4148130034622266,-1.238894054093782
-2.396462906227579,-1.4928823304625527
-2.394857581508485,-1.5069284576473876
-2.3915148313210204,-1.563433299978809
-2.381948947775614,-1.6892766844172882
-2.378397250387897,-1.7345978964089557
-2.3754921895578063,-1.7993957083769423
-2.3733105835383834,-1.8295187048121095
-2.36901235573993,-1.8772614201439124
-2.368499285729069,-1.8992946843747642
-2.3572022445452046,-2.0388617050267586
-2.3554327776002513,-2.041799788493329
-2.3469559702504377,-2.1579791896544505
-2.3441185017363644,-2.1725315021179346
-2.3269918753359966,-2.3070262634833507
-2.322887860996148,-2.3181707097852047
-2.3209156636015402,-2.316926063170774
-2.3207322238040904,-2.321065568437803
-2.3194487515384625,-2.3267436024007266
-2.306756261215151,-2.2937265652264753
-2.2931778262854836,-2.1895521297457186
-2.2912668031259757,-2.1565688154772826
-2.2865119243072174,-2.096772237855563
-2.2565862173436457,-1.4030479828840854
-2.251002485101842,-1.2311408605648737
-2.2428876119777654,-0.9526549236336448
-2.2370064509213092,-0.7328108756063778
-2.2275666376455288,-0.38793249349986575
-2.2142271329743135,0.14419795248354755
-2.2108146219089004,0.2827506262922256
-2.210147532178537,0.3041103722634345
-2.1664984814682287,1.7097875129936566
-2.159434433395136,1.8347307897500345
-2.146736501316072,1.976666988899968
-2.1400393540173592,1.988154891786652
-2.1398643396710844,1.9814170946176277
-2.1382118541847186,1.983905479128641
-2.132287160497844,1.9399884135482397
-2.114761826356557,1.689887262684692
-2.114470433143156,1.6880623612925094
-2.110393661780896,1.5826343106792167
-2.11025024085978,1.5813952791105823
-2.109006736047913,1.5484024209372818
-2.104437778403383,1.4179000448067238
-2.0995024056329634,1.255359301746856
-2.0979897484870547,1.1748458443947478
-2.0934231699187533,1.0163907355516801
-2.089307011669576,0.8429880787586477
-2.0832415504711532,0.5760481980640684
-2.0820183805180426,0.5314081463772077
-2.078981388963179,0.3738434666469405
-2.0702183166021406,-0.07147032711269892
-2.066414145350964,-0.26083903865632835
-2.0398028418486223,-1.6929535233505217
-2.0392563142670452,-1.7094098442611112
-2.0356062588551147,-1.9072887499830045
-2.0343261289045658,-1.9741202787431376
-2.034212978307213,-1.9683082383941048
-2.025447590392605,-2.41168361227213
-2.0074204555654083,-3.1720736451458817
-2.006841596020219,-3.1804992635632297
-1.9999676446589711,-3.3968156414208934
-1.99656869005833,-3.4917333319517283
-1.9856254024459132,-3.730885753409483
-1.9769993085467328,-3.84005282633171
-1.9732941027075015,-3.8628983321218615
-1.9710622320113136,-3.884574035926815
-1.970885260166443,-3.8813507006948496
-1.9619501422992618,-3.8541487942029478
-1.9615792249624342,-3.8534099041030756
-1.9424121563020402,-3.552656209327814
-1.9401040963109732,-3.507682787826511
-1.9305151480816582,-3.2254442981882216
-1.9279844905174572,-3.15113676555423
-1.9215939569883818,-2.9204447239337967
-1.9207146234810257,-2.885875375079192
-1.9176910340905071,-2.77562143134647
-1.8889036173359066,-1.5567205645688698
-1.8836488059322933,-1.3498093729196445
-1.8723813276867334,-0.8945431938494787
-1.8720743206021049,-0.8874705267928893
-1.8477488260627526,-0.1399221810325627
-1.8348268721835101,0.0789285011830995
-1.8322515051869475,0.10749541212958547
-1.831332260524061,0.11087408399439865
-1.8295436236293585,0.11910577250182501
-1.826744059131274,0.15419876776001243
-1.826246981914006,0.14646179743092624
-1.8146981192994067,0.14152865848864266
-1.8069375218481154,0.06998755713071851
-1.8011715075294625,-0.022362761470531213
-1.7863367849833824,-0.31767958188967943
-1.7790721628603539,-0.5474141152642116
-1.773543037751196,-0.7075126097376181
-1.7727257558166987,-0.7442576741628433
-1.768546891764579,-0.8877138190786769
-1.759664693123916,-1.2007208675413645
-1.7590195119105207,-1.2317618282822258
-1.7581052472208967,-1.2692058566736086
-1.7503517746248058,-1.5425737990517685
-1.7432369486735053,-1.806532843109966
-1.735601713669443,-2.073415128687933
-1.7331917455799581,-2.1472294458950003
-1.7295039962827234,-2.2863082164082726
-1.7243365611774168,-2.4371848312904225
-1.7191928302065322,-2.5749261222364375
-1.7172085095113203,-2.6369550838215523
-1.7028766556600399,-2.9044343329853515
-1.695003180655612,-2.98234751335588
-1.6839760309139604,-3.0050769095211587
-1.678419152595047,-2.963407694486641
-1.67655934400674,-2.945633233844945
-1.6744989701644013,-2.9077400308365795
-1.6720521371452455,-2.8832097087971453
-1.6692139170016551,-2.8299461563966215
-1.6661610255223738,-2.764194546798775
-1.651303024838421,-2.3226754015967233
-1.6471207751746644,-2.1644738747542327
-1.6338615495760298,-1.5555495523490854
-1.6324702460237672,-1.4921816822234442
-1.6297301156617874,-1.3379585799641653
-1.6253148376397104,-1.105310055197009
-1.6114653006598638,-0.28985690080909876
-1.6056093130972624,0.08594744233039442
-1.595648518058756,0.711976670325706
-1.592791165344055,0.9020985489640732
-1.589921478245078,1.0960553712142174
-1.5792812521551294,1.7386275961690236
-1.5709853398988118,2.2316746119449635
-1.5682201998996061,2.3805326619168796
-1.5566918404684607,2.997130040231095
-1.54820287176645,3.3755643620300466
-1.542216281315745,3.6097378391735213
-1.5393757857171781,3.710060786760323
-1.5301474865308042,3.992482142415964
-1.5260593194638195,4.083117225891148
-1.5260329619375779,4.086052964155941
-1.5217861084305315,4.143353030654917
-1.5196162240201039,4.1904283903508714
-1.5175390739426708,4.232492631051112
-1.5106353374184882,4.283979447751987
-1.510456845266177,4.279990652795561
-1.5065242850379765,4.292066918248563
-1.4914974000658536,4.215963892999429
-1.4904575410588314,4.1857962772015345
-1.4844740857202476,4.098861328339152
-1.4769420501817752,3.9106046862756365
-1.4664090125822176,3.623915487868558
-1.4627340719782802,3.512293287980733
-1.4416621048040452,2.692023263964253
-1.40831121285669,1.3421858896052128
-1.4073498213462687,1.2995372556793137
-1.399649946898028,1.0328605702319036
-1.3949197044834538,0.8791016822217643
-1.393259606754624,0.8363211409435362
-1.391122161714684,0.7612460468251762
-1.386902054589936,0.6435403961746462
-1.3802690898944607,0.4543732212333741
-1.3686660983864014,0.24963206013950004
-1.364462925770222,0.16418083135447478
-1.3590414695430144,0.10385281062423299
-1.3567728624743058,0.07523728060687508
-1.3536629219672633,0.05493201594152623
-1.3489462922199866,0.01624397845444648
-1.3382794032505025,0.007012921610362569
-1.336398161313134,0.021092386483455648
-1.3311663039895967,0.046569536988641615
-1.3216541845136576,0.1194086518062613
-1.3163439368438514,0.1694322469367557
-1.3132482459818262,0.2243788973049233
-1.3130397498836839,0.2250057257356281
-1.3121450521035058,0.2361576322478844
-1.3072777345512092,0.3109973898402664
-1.306387879679981,0.31567178004797086
-1.3033850363765493,0.3781673384711637
-1.303300026909964,0.37300505095359365
-1.2966302037641022,0.4911578328275209
-1.289595303986683,0.6164271483757249
-1.2714477425655502,0.9508305139662708
-1.2623370732838244,1.1078576783965592
-1.254549326770342,1.2433023147180111
-1.231035904284182,1.5102224275805243
-1.223759344208607,1.5572707496098543
-1.2084310766026274,1.602580711182267
-1.202737718740934,1.589308227178159
-1.1882934034626107,1.511663082104337
-1.181749086846725,1.4734411239133423
-1.1793740925185632,1.444425241743164
-1.174162754378479,1.388241219237917
-1.1736806859352085,1.3750362600228798
-1.172374795611687,1.3747748485224203
-1.1723127384354772,1.3827183022690264
-1.1710560679956925,1.3651703906972206
-1.1563491257864627,1.1806245637381678
-1.143082173403671,0.9908765418335203
-1.141920176615721,0.9768580701608255
-1.1389160856890772,0.9286279596840717
-1.1371691359942209,0.8996059616865645
-1.1346946571639067,0.8603166163729322
-1.1305177387443155,0.7931387220505092
-1.1283966174588917,0.7717874470292232
-1.1166161904239011,0.5992193013379138
-1.115219693744038,0.5789051139556151
-1.1028853123533222,0.42844159043900426
-1.1000535610851345,0.40328515655270775
-1.0958191985102015,0.35081652058233387
-1.0846636151038838,0.22776834817278524
-1.0773457320463424,0.1672558643626218
-1.0730872731071035,0.12368290836789064
-1.0720311482250677,0.10899418619014817
-1.0711311196086826,0.10743902783521159
-1.0681648794776346,0.08283284105191459
-1.0681537589045589,0.0810253707649482
-1.057937580908468,0.0021073757184540635
-1.0446892081566046,-0.059604275761707626
-1.0411913764558904,-0.09637880835123736
-1.0387977139387479,-0.11522359269254515
-1.038042359032047,-0.09919162852319162
-1.0299813312933992,-0.16441588963388
-1.0270418479217034,-0.19547437545669905
-1.0136666515007249,-0.27467723823507906
-1.0034172527762883,-0.35515693882405885
-0.9922012628706325,-0.45090639716014685
-0.9913310929189558,-0.46132034880531914
-0.990368380411625,-0.47114932096996187
-0.9887989997995672,-0.48428309337347497
-0.9839498697156905,-0.5238499296145432
-0.9816538914402395,-0.56663600959301
-0.9804081528773918,-0.5828102705630105
-0.9595168286349298,-0.8289917245942995
-0.9588056065610324,-0.8423362441628116
-0.9575768256743231,-0.8473704343843779
-0.9438016638817945,-1.035617220729834
-0.9430087192683176,-1.04008802307183
-0.9380034651664024,-1.1236827908413431
-0.9370212970503706,-1.121602954794327
-0.9360092030426768,-1.156844478836993
-0.9298752697485453,-1.2211540836867565
-0.926902450515461,-1.2500186699622096
-0.9149104919950597,-1.415043089269858
-0.9061873383354868,-1.493513187560278
-0.8977832566279025,-1.5671897154299306
-0.8952832541659275,-1.580985741985261
-0.8942605636274465,-1.56701835094638
-0.8940502643323405,-1.5797306682501575
-0.8939149284773356,-1.5646458125906135
-0.8913415482768752,-1.6014368396783596
-0.889123423120671,-1.59464910868272
-0.8819923608599085,-1.6249728385374185
-0.8723208803350082,-1.607337124198582
-0.8655357193532125,-1.5625573378087005
-0.8649335589133731,-1.5749475633592647
-0.8572208277108135,-1.490384183138626
-0.8426094814065692,-1.2974278018113001
-0.8375070931266952,-1.202817889950229
-0.8331312231252368,-1.1271683006884883
-0.8279739384883174,-1.0145369318587834
-0.820825844064176,-0.8208776181785037
-0.8174169677179037,-0.7309883261508344
-0.8173740116061747,-0.7173782828468668
-0.8167290048050351,-0.7042764427076084
-0.798040123122743,-0.1121233810547419
-0.7971798961923096,-0.09636421874594274
-0.7949380682716711,-0.013190349499870378
-0.7947977978135419,-0.0038150649155357878
-0.7871453552447738,0.26621586930820457
-0.7796041142241235,0.5456536691986673
-0.7759558487999851,0.6842097971143242
-0.7687412511951015,0.962251906648561
-0.7659129011730306,1.0493133893258682
-0.762861132132131,1.167458693716211
-0.758177883461348,1.330394718993514
-0.7548013512616767,1.4606083381239738
-0.7497435486347968,1.6306440798160395
-0.7420845752539851,1.8864499018370369
-0.7405865371219278,1.923893022672814
-0.7386708288635022,1.9944091707172795
-0.7191723904876617,2.5086612708944043
-0.7116589493712406,2.660002594856626
-0.7104446811891769,2.680910916563293
-0.7043350869492504,2.769277445240499
-0.7040499773800013,2.766678946818542
-0.7038899006328609,2.764962154598046
-0.6984157286180923,2.847548175188804
-0.6966469692245516,2.8562860804437964
-0.6878765232133919,2.919460325853213
-0.6870088936396188,2.932593026844414
-0.672373472399272,2.9209910317760945
-0.6689658960577534,2.904447880478541
-0.6679652788447772,2.8928943160731535
-0.6674368891289388,2.8924573163832537
-0.6647446133123864,2.866561577238974
-0.6642247190949373,2.861620408045582
-0.6524746562599848,2.7296668854778083
-0.6479208446506868,2.6669450924741174
-0.6477791466438481,2.6569483965446836
-0.6295674977941479,2.2892167953306037
-0.6264160061972905,2.226083875491244
-0.6193380308762828,2.0542539644629376
-0.6146295028400361,1.9291664610854462
-0.5933885693653762,1.362224958401584
-0.5814224052548327,1.0458674485139845
-0.5786449562153804,0.9707335694507842
-0.5776593457197743,0.9385034413093468
-0.5622195627914062,0.5629713290489048
-0.5486604033074602,0.25615051703751934
-0.5479237535484236,0.23587625501295834
-0.5474419215868642,0.23318321445860496
-0.5464661695305759,0.2181485584997527
-0.5398095082549572,0.0784784193846148
-0.5329495815715157,-0.04106020755795097
-0.5309499736471182,-0.09030427403119187
-0.530336358770731,-0.10461111179836462
-0.5182986945277479,-0.2877672768658234
-0.5167548844484244,-0.3132450933294682
-0.5113055861137301,-0.39486290266505597
-0.5097020138823707,-0.4175676231960571
-0.4949758923856966,-0.6027782147729885
-0.4910664114988861,-0.6562725784599714
-0.485367554842993,-0.7100447907512448
-0.485030298613653,-0.7301132839696131
-0.48108174900352196,-0.7649553016517419
-0.47910364244296577,-0.7885709085743976
-0.45936400820288137,-1.0239348144102827
-0.4440268003621406,-1.2302843984469394
-0.44254160940016174,-1.2415842716205727
-0.440380466017007,-1.2829577303008604
-0.428327701617099,-1.43758050611283
-0.4244809620279377,-1.4938482421112858
-0.41928479151909714,-1.5822869492293887
-0.41820795393313226,-1.5836192032716674
-0.4097223736018827,-1.71160154489253
-0.40923508592012947,-1.7093930735057108
-0.4091823870606146,-1.7251078149083807
-0.38234032999805434,-2.0888535079275887
-0.3793724731322605,-2.1059878178323905
-0.36196382359049917,-2.2694059924333883
-0.3562558041571835,-2.309543180348663
-0.3371797862968062,-2.322031578177292
-0.33425837665283087,-2.295533327701655
-0.3305318343475716,-2.273497888968127
-0.329907848833078,-2.256873832651935
-0.3146913852315576,-2.0805509197611123
-0.3073576065979182,-1.960333852650518
-0.30421330613466235,-1.9039337536306495
-0.30087918667943825,-1.8306442308732782
-0.29992722035021036,-1.8005544322831648
-0.28894818029334957,-1.521086675855301
-0.28107576830596903,-1.2834993217149837
-0.27549118630017144,-1.1190714126716332
-0.2748317222252368,-1.0671021134214185
-0.27412269037349635,-1.0557411031571768
-0.2688000022789092,-0.8585849882869111
-0.2668789478142979,-0.7817878100214577
-0.26532596827267785,-0.7390442624422363
-0.2444966187617923,0.06252858238523701
-0.2320209044431687,0.5561115673988714
-0.22339816536186996,0.889472594754924
-0.21256503586921793,1.2417596684919814
-0.19521237936972247,1.7152585040122532
-0.18258299035245695,1.9122274071016951
-0.16719435132171068,1.9745410887699382
-0.1624896253540018,1.9689558486559675
-0.16027753176589687,1.9587577601261026
-0.15350704908107327,1.8882971751607607
-0.1534553009396893,1.8895460763014245
-0.14120412092734647,1.6555917353368654
-0.14059278347690807,1.6285894096858533
-0.12619838394256266,1.1727379908060818
-0.12446364495809092,1.1002581871748205
-0.12065731888978704,0.9612967676721329
-0.10536668920489412,0.2691266126708646
-0.10328899764875388,0.1622043734559917
-0.09287357655946682,-0.3563249630033275
-0.09149227366175738,-0.44185788937280956
-0.08813597429445297,-0.6136824071272623
-0.0793824937499954,-1.0824295042597183
-0.07882846098846041,-1.1279626402276435
-0.07109389475016936,-1.5297959813414972
-0.06748777548527851,-1.7202043251749253
-0.06277225137339304,-1.9735912115709602
-0.055472991741626565,-2.3162792332305693
-0.05304176546270645,-2.441210360327874
-0.04671739220716642,-2.7272256674092237
-0.04475491919622154,-2.813602820398139
-0.03933815172892574,-3.0317203330122946
-0.03759015834902035,-3.095238531772814
-0.02037208580709482,-3.600936476244801
-0.019118332623018208,-3.6319059517917847
-0.014666475669884438,-3.7244008717398467
-0.013114585618170693,-3.757957062508106
-0.007611132096626783,-3.812091845696123
-0.003997664718249361,-3.8595152649086035
0.004702703734697611,-3.8581320692438834
0.009127522295122148,-3.875262154182211
0.012644560687089523,-3.8252356255392117
0.024039549417675943,-3.666351913044336
0.025002389958568294,-3.649919622044751
0.04179313073953761,-3.2081822026593723
0.046707095239230334,-3.0361500739045737
0.04760234769039329,-2.998114468996257
0.05664011403353353,-2.6725469492114335
0.05878950496473756,-2.5770354213575337
0.06223070120892604,-2.436899552975141
0.10211883881462125,-0.8013352600831992
0.10261924600386729,-0.7709903603381961
0.10342430762905241,-0.7279697816939852
0.1039563712050211,-0.7237039223637787
0.1083370548338829,-0.5810921945106583
0.1111174318021746,-0.48646570201175043
0.11725111624722118,-0.30301586294041116
0.12408949409917458,-0.14789083094859107
0.12722302701603638,-0.07080196777987997
0.12734424744797757,-0.07358651764431337
0.131149430636313,-0.009108691982339559
0.13187428151085978,0.006326909756703221
0.13623300202817257,0.06612622157567868
0.14900747100866596,0.15923964055790216
0.1670674830822243,0.035818802584286207
0.17548700948100837,-0.10487069677309202
0.1792128499260861,-0.1877600431839685
0.18079524284884485,-0.2236616220118675
0.1829674519297395,-0.26457398115479036
0.18539092017097225,-0.3434178719955523
0.18709128276850162,-0.37483494109737403
0.18846271804133252,-0.4207537769994398
0.19285396033060032,-0.5438925486283246
0.20271266802980303,-0.879155003769343
0.20374249990933535,-0.9202531374588067
0.20669376760529,-1.0063861072291485
0.20739141640418168,-1.0227106157789472
0.21903411946746187,-1.459456491772594
0.22932319963108938,-1.843268723966383
0.23209694012875026,-1.9245848046130387
0.23875240270703024,-2.1677910102299722
0.24671601247527786,-2.415304814996049
0.24752745560031109,-2.436335479276378
0.2544957391792271,-2.633695293383824
0.25715277694632643,-2.6987517644170467
0.25900007223323485,-2.7257964844376446
0.26376241555007196,-2.827613713009548
0.2650660410971142,-2.8466592688190593
0.26625100311053984,-2.8623944310713765
0.269339418658439,-2.9151477546029936
0.27207040690142925,-2.937319238374708
0.2721081345971319,-2.951365533609498
0.27291432328403475,-2.9540306400441056
0.27920266191203513,-2.996932384834288
0.29191432928617456,-2.976942455175409
0.2977220126224003,-2.8976879244412315
0.30313700995811477,-2.81981046811243
0.3035822012610372,-2.803890348797249
0.30396682274392894,-2.7961873210097217
0.3051083639682024,-2.7694492553018444
0.31391366276222055,-2.543211481075483
0.32467074069241963,-2.1616460587290223
0.33908052536808553,-1.4814788134026786
0.3481880167836984,-1.0024352970999988
0.3500641695379336,-0.8853170771844888
0.35178793879174464,-0.7766511525407068
0.3564703698235272,-0.5043736349131023
0.36224811122791145,-0.15481436551894512
0.36754008439317776,0.18006048533684488
0.38699019013936375,1.4121096883248596
0.3878422033710911,1.4675677707139225
0.38965005679108655,1.5850381312612507
0.3955091530384869,1.939415880553724
0.39855824284650776,2.123394819193641
0.40254617347945754,2.3554365561513397
0.40929119178696904,2.7086425872750572
0.4173589032225147,3.1135873034436066
0.4217090539532178,3.2923506724094738
0.42381942872958067,3.394618234896564
0.42512468053630714,3.4431072850290354
0.4313667511765784,3.672759817271779
0.43197191572798044,3.692030042586706
0.4414440566371285,4.000938913549439
0.4445175662729426,4.052813383469282
0.4460371403097163,4.094690664743109
0.482324045044769,4.168785016481366
0.4839871279334309,4.135135643905415
0.4996327175304631,3.7829882156240946
0.5064669132321091,3.5799119572370572
0.5190438199188763,3.1450696055186356
0.5223430428098714,3.0015009219539115
0.5276891935772565,2.79093408152328
0.5297780946456379,2.6913977815997807
0.5471249803152807,1.9840973657795682
0.5550583912251033,1.6653875648668788
0.5581518669529384,1.5442356900131131
0.5640061317796352,1.3198611360016512
0.5646949081056061,1.2902627226003938
0.5695978131671575,1.1197455546671058
0.575264162101651,0.909019944432192
0.5754204707035648,0.9108974577718639
0.5865215062591003,0.5967658315532122
0.5912018108731711,0.4655577826647026
0.6005416343672358,0.27574553152711023
0.602353522058368,0.24031685001969955
0.6043655129625538,0.20443907841206357
0.6197634426777063,0.038674041252923175
0.623961001020521,0.027317349596416567
0.6246652753912185,0.023139976589456497
0.6251920750548701,0.017664459217373658
0.6298475776427375,-0.0011112258163297976
0.6336890201844412,0.012556165745496516
0.6359333568650349,0.01753164275279311
0.6462733817757726,0.07269129121029345
0.6464159713705158,0.08052019429680093
0.6503658988335816,0.12563747872635048
0.6630041693411561,0.2912536642613799
0.6651867864036651,0.30245417052236057
0.669344945532397,0.3852003214572203
0.6744278183245038,0.47650957697447827
0.677624625492713,0.5301120206836104
0.6781097990025606,0.538909910816294
0.6789842837358377,0.5669484354944729
0.6799424731159474,0.569625915517893
0.6950323423976354,0.8584768669479375
0.7147206723357598,1.179884540680309
0.7150063302341767,1.2059368684885543
0.7279759859787305,1.3836022615281394
0.7336564603842408,1.4553659604723563
0.737153785276222,1.4753571404661296
0.7384645657182114,1.4930448291487266
0.7643300542391263,1.6038511262734592
0.7694649206175743,1.5950429031332645
0.7715456848863917,1.5800393553947818
0.7846156026399846,1.5054068263954727
0.7889934034176118,1.4713644622698914
0.7952920579564982,1.4136994488154755
0.8003567683687578,1.347676924130921
0.8033985326490867,1.3208022912962347
0.808392922539312,1.253491806296883
0.8128735861585659,1.204923042415562
0.8159806701081704,1.1545299583920052
0.8398884585715409,0.8025103340596605
0.8526323690284094,0.6341457006988246
0.8628430429671177,0.4981984890445019
0.86942940620315,0.41558722058788483
0.8759871220116295,0.3483657113790239
0.8824053262962472,0.2679331828430758
0.8827520926251617,0.2702361590474975
0.8941472214541646,0.16422713964632515
0.9019006489628216,0.08980633052265555
0.912863005546444,0.018999683242758435
0.9155481371879866,-0.006671821779186211
0.9183573996681793,-0.02451184714246591
0.9331375897088225,-0.10809266388188274
0.9523000517287858,-0.23596072308169963
0.954782486348928,-0.2342477191566859
0.9551573508718834,-0.2604741831836291
0.9656471123832739,-0.32729812364409344
0.9671646649932715,-0.33548520156861156
0.9697960472104308,-0.35153031467232193
0.9724800754251168,-0.38015208158579605
0.9795646051095899,-0.46405900262071165
0.9917475970500713,-0.5906157089315748
0.9942642767931731,-0.6052143879664941
1.001125823013382,-0.6815078539448866
1.0064341069634883,-0.746692022385522
1.0113776670263022,-0.8207566450117938
1.035671772224049,-1.1366393099577292
1.03640686307212,-1.1562213424480823
1.038727248287743,-1.1804728109535667
1.0495392253136773,-1.3264551878794326
1.0658961818144759,-1.5016685978873217
1.0720573981633912,-1.5461071467494143
1.0816098717672347,-1.5983391077782616
1.090113778989192,-1.608933133551278
1.10393597802313,-1.5833121838363973
1.1053087666934571,-1.5724015622948475
1.1059630524659951,-1.5781593481239338
1.1107065823300752,-1.5523231596447729
1.1175741263823937,-1.4761310760346957
1.1496677896001923,-0.8442557548506019
1.1542473928602641,-0.7222248053763687
1.1543584215637415,-0.7181246954368334
1.1606943583461584,-0.532367608932981
1.174073592105036,-0.09694429682487683
1.175028458038427,-0.04184734293265985
1.1752828613903716,-0.05406317629922739
1.1810870210255917,0.148190961534943
1.1885100801914197,0.4236249947874977
1.188553829078172,0.43138114219821966
1.195836473182199,0.6896950701930843
1.1975427515182115,0.7599277302720043
1.1991486762704424,0.8258360825622051
1.21238912447238,1.3054861548785177
1.2142587371499314,1.3659408990622173
1.2313767144298184,1.9352359013808604
1.2351458019106207,2.0601800573653595
1.2400961781068967,2.1866943903239586
1.2458311411549499,2.346779618857506
1.2653768184454917,2.7629111773257464
1.266243383507624,2.7566631794136693
1.2674024044156926,2.779306415250176
1.2684397514048618,2.801518467349542
1.2740803172031665,2.8602154497597696
1.2742537978820074,2.8568928910434326
1.2888658149874495,2.9527566010660973
1.290584368216992,2.934798589344441
1.3037703155527165,2.893519649383963
1.3135048899763317,2.805780374931941
1.3225460789110155,2.6828615913593836
1.3265694526032465,2.6140006536355878
1.3338276220258223,2.4735896111050883
1.3359829711550741,2.431766582519855
1.3382884438202858,2.370851731041367
1.3458969663479792,2.2113465162400305
1.350170419603585,2.1084921112673864
1.3574931107089352,1.927609972293309
1.3587868128855405,1.88123157780102
1.3589421447692684,1.876419699050596
1.3632341712530707,1.774059323006917
1.3706820711898322,1.5645607806286546
1.3772161303451096,1.385513355374653
