n_harmonics,base_freq,magnitudes,instruments
9,3.210636631079385,"[-0.56417988  2.31665448 -0.33387107 -0.72645182  1.74328799  1.72026184
  0.53521983  0.61897378 -0.42440912]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
-2.5917704465857585,-0.4774561267443571
-2.58206354026029,-0.9948426590043158
-2.5808004224771386,-1.0699075588207623
-2.5790214771285793,-1.1701365145464944
-2.5743020352512183,-1.4389876595263296
-2.57211107009999,-1.5758057763963609
-2.537097460983241,-3.5427492151895863
-2.523039494874855,-4.083642473676447
-2.510516759056838,-4.377206355196321
-2.487896415183952,-4.261908466618541
-2.4775806888859506,-3.94503694407843
-2.4764129201062905,-3.921015647016713
-2.4756222730629918,-3.8829167865195733
-2.4723118595930194,-3.745698844073596
-2.4698015924614616,-3.6104561693171284
-2.4636877199391662,-3.3012102511125825
-2.4632435046681045,-3.2773288589950584
-2.46285061820572,-3.252373009900629
-2.4432061930378195,-1.9718590098760183
-2.4422096087371257,-1.891872254804729
-2.430182331070578,-1.0402764610213036
-2.4277603625588426,-0.8906461838587559
-2.425674799097799,-0.7454172888125761
-2.410376415771765,0.21794214866195033
-2.4072768293357267,0.35961650701164966
-2.3859695550292153,1.0864559234827926
-2.384833819634567,1.100085370054703
-2.3848229999368216,1.0885678015131952
-2.3827807778992947,1.1092884627855097
-2.379303604633372,1.1448908204205375
-2.370820878989825,1.0923563951280992
-2.350823445437664,0.4154130070518411
-2.3473152815000224,0.23075013255133817
-2.3326359620302233,-0.717376257932501
-2.320840623615239,-1.6544816399946016
-2.320235995561757,-1.711136895750256
-2.318898231502811,-1.7992968615580744
-2.3186389716936704,-1.8330611160622996
-2.314664258386464,-2.135756801718209
-2.31187500431294,-2.372890206436125
-2.307587242838906,-2.7075700729267287
-2.2956040813953758,-3.6141340390856187
-2.2947619001670545,-3.659001500340722
-2.291497632975358,-3.899390020800657
-2.2878148017961744,-4.118560128631503
-2.2867520369889105,-4.16283604198877
-2.264733649580002,-5.009771527670476
-2.2624046352279503,-5.00794594903891
-2.2520388625593677,-5.001923769152716
-2.2449583856792303,-4.84838577338002
-2.2372902777876056,-4.540513389708999
-2.2146178219331905,-2.996532545024901
-2.209572738283568,-2.5409245306703117
-2.207955950503204,-2.3994436339858294
-2.2032363281798863,-1.9539620007281842
-2.180133257582804,0.4351670842579439
-2.179251508755193,0.5141848711555185
-2.177627532527765,0.6889878934631156
-2.1746390200775534,0.9866080544935159
-2.170111666929901,1.415658632898449
-2.136174005909474,3.8031568200349914
-2.1345810952351076,3.843386993499533
-2.1266017831332604,4.089543851656617
-2.118966202182838,4.181374840973519
-2.1171750873660056,4.206532048752382
-2.10975567549383,4.17332036404634
-2.1089156112556724,4.159439762816289
-2.0859863323318066,3.5012670754660253
-2.078435533631151,3.1552140339745516
-2.0745921367360287,2.981020669293898
-2.068037242768624,2.6460319879200354
-2.0658902091169775,2.5324129989550266
-2.0580069509012997,2.1206410771154833
-2.057212649187896,2.0917896326858947
-2.0542750358989963,1.9439255054304632
-2.0496153829895185,1.7320801590599904
-2.049215403318439,1.714672918813845
-2.0423035944343786,1.400795604468703
-2.034246842830622,1.1074174134078698
-2.033729883695128,1.0918417282857473
-2.0136825866983448,0.6792369158101255
-2.0021849329438703,0.6565045183169352
-2.0012786283297404,0.6613603499891878
-1.9994529240563397,0.6684446916129249
-1.9933995573473744,0.7506985698061555
-1.9903156629607857,0.7940543280398178
-1.98642072969363,0.85876969792043
-1.9820102645056563,0.9577510941014137
-1.981000982833028,0.9914555255719683
-1.9686353671620447,1.3543119948506261
-1.966330828972105,1.4191553804982762
-1.9578969830549184,1.712544896382463
-1.9480013024204095,2.0393776306960993
-1.9404201261210006,2.265641096188514
-1.9368470837717386,2.351780826608036
-1.9354777022642662,2.3969725522079077
-1.9350620378879808,2.4135935151350965
-1.9329955497966085,2.440452319182795
-1.913945936040224,2.7097859911753317
-1.9072343381848327,2.7272222738842857
-1.8890798695260926,2.482210251542649
-1.8813437640134565,2.3075431759369196
-1.8617857768816097,1.6073273311210083
-1.8517305750101463,1.220274302006715
-1.846552273266352,0.9937961134342304
-1.842074792198365,0.810366672512891
-1.8417775969342685,0.8095047389118396
-1.8379170871138706,0.6567732276610764
-1.83108697974837,0.41282363023974394
-1.8184299702997762,-0.00405312789418669
-1.8134291669052944,-0.1108566855112218
-1.8107751103737624,-0.16888806603736337
-1.809668019785905,-0.19636143946494306
-1.8093032217478424,-0.18597914934146917
-1.8090841211370994,-0.18701624454589752
-1.8043927430575568,-0.26230916735181536
-1.8027020488465058,-0.2757826938157132
-1.7990528058172106,-0.30675594756967206
-1.7985101155365921,-0.3012374975967421
-1.7834609689194585,-0.26641298057347085
-1.7834419974025904,-0.28065121295459355
-1.7821199764258004,-0.2480315549916131
-1.7819567494153532,-0.24107729895919452
-1.7716517687650595,-0.05798151758804981
-1.7597363100071943,0.2767697868586758
-1.75344447501106,0.49969083627720645
-1.7476473340293022,0.7294213132087479
-1.7460499608518851,0.7787846797828796
-1.737221071653049,1.1458097607425428
-1.7370917673236792,1.1531070956995753
-1.7363544617335809,1.180607787359702
-1.7341087663717767,1.2838188677430538
-1.7255145397870955,1.636201476991194
-1.7152383579209685,2.056513100453195
-1.7072651754107968,2.3256861966219713
-1.7053938548679222,2.3926085519292513
-1.704515047840751,2.4141391509191723
-1.6988139843411298,2.5821705082599506
-1.6982398628004947,2.5840966198594826
-1.6964764590090164,2.628551672709627
-1.695480875351469,2.661796353967585
-1.6716465158124603,2.9565556223316594
-1.6660395473555374,2.950598249785196
-1.6482549986880042,2.702381321468188
-1.64823043661829,2.7108182632673317
-1.6374740688975349,2.4172096865206414
-1.61878203162791,1.7500594653684034
-1.6148485799012904,1.6056709328822438
-1.613914246317609,1.5652396492277523
-1.608438167583088,1.327584463648753
-1.607478215105769,1.291174393716131
-1.5733440693470748,-0.14191785742211108
-1.5512048130103193,-0.9049576734223415
-1.5479045188764158,-1.007501494639471
-1.5448645526287055,-1.0824618963484802
-1.534593771343078,-1.3340024455196828
-1.533275149736444,-1.3635141210765986
-1.5234659141359215,-1.542211267490122
-1.5189275882590878,-1.6288393492192188
-1.515525890772864,-1.6739610228880786
-1.514318336217153,-1.6850650440111123
-1.512622447971489,-1.7116954256171537
-1.5121643668614695,-1.7158917336295305
-1.511537216760251,-1.7364664929479932
-1.5103506870336931,-1.7456764701916203
-1.5083756159755648,-1.7701414576849237
-1.5060488225496897,-1.7887772491785343
-1.5030616988600347,-1.8208418189655804
-1.5003867728007267,-1.8252501397531902
-1.4931362761502478,-1.8744786502249564
-1.4887987689375353,-1.9000447778171263
-1.4881111890126058,-1.8960082033827286
-1.4823585274658144,-1.9026308899321023
-1.476330542966418,-1.9070461145551503
-1.4475161278026865,-1.709830212724483
-1.4432081145740003,-1.6508629444942795
-1.4380579412203431,-1.5910011354472553
-1.434665992073044,-1.5328619691974035
-1.4330901797046645,-1.503738203958663
-1.4174499332256094,-1.1842776358673868
-1.4113665147296892,-1.039414021372609
-1.410141852560402,-1.000206396217656
-1.4071476257692739,-0.9280897834098478
-1.4052900206064476,-0.8730040130878611
-1.3790878810849179,-0.06362245473899981
-1.3739675350341056,0.11690868834977589
-1.371380486784239,0.19284688641539063
-1.3696092573617382,0.2623920508155815
-1.3537371913236935,0.7765028719809951
-1.3528227221491338,0.8070690295059246
-1.352249629840277,0.8174840270017009
-1.351944069385306,0.8426326250141107
-1.347403196268562,0.9663685788850058
-1.3320800615035906,1.3666225162789825
-1.3314734083424506,1.3707941621569173
-1.317969319002123,1.6221201619546353
-1.3129561174999336,1.6775787250171657
-1.3116783082408305,1.6911253335338519
-1.311387311120102,1.6990590766930482
-1.3086366987208946,1.7174560788085533
-1.3085925047907212,1.715301422520724
-1.300271452806722,1.7506251117543883
-1.289501102289692,1.6847417689316713
-1.2856111221303783,1.6586343955961973
-1.2828610960032165,1.604283087950958
-1.2785483323901086,1.5567078598900554
-1.2754353875123592,1.5100970739563526
-1.2749579027197557,1.4918393612978722
-1.2649070050456894,1.29272239499875
-1.253442564179588,0.9877241921983484
-1.2483815973709105,0.8420155295078682
-1.2379426472226482,0.5441336643082342
-1.216139757838223,-0.08319289367434575
-1.2097889301450433,-0.23557227422766458
-1.20861834436729,-0.25838118258763065
-1.2011527296126252,-0.39604417810987064
-1.1878666937824225,-0.5445320031523158
-1.1869607284319204,-0.55771505324768
-1.1826361472102047,-0.5663698040638105
-1.180982298407524,-0.5812266105638044
-1.1529026195008412,-0.3999925292285074
-1.1496525519806418,-0.35025949730921135
-1.1386251090751436,-0.18199303713119636
-1.133511151190063,-0.07721548565859199
-1.123850678354637,0.08857964744939129
-1.1183628089191144,0.16161721070500182
-1.0984778413089988,0.37477879893884913
-1.0957906267488673,0.3923073376442077
-1.0857973452938907,0.3731784182143158
-1.0797601569778554,0.3155807002646909
-1.0770789659970799,0.27478484948503845
-1.0475026129106177,-0.5224988962220659
-1.0454516499264979,-0.5971043132632626
-1.0441327767428241,-0.6401423556137181
-1.039392124301458,-0.8460877934237062
-1.035255556261226,-1.0252192060172638
-1.0349390645624095,-1.0405254095324696
-1.0308050786958303,-1.2355302569212543
-1.0237201374366087,-1.5865538519651738
-1.0222586881950864,-1.6438757691801016
-1.0128125179802294,-2.1017841874309737
-0.9997784285863518,-2.6541172312207486
-0.9888806592958002,-3.078984746069344
-0.9827553961055684,-3.2573593553947373
-0.9825934723765277,-3.2567857092467203
-0.9771341417205996,-3.386907418377774
-0.9732951820115456,-3.452223747787119
-0.9650559622980426,-3.54880410248165
-0.9597801881711039,-3.5561779528096684
-0.9426429643327205,-3.3665561440199094
-0.9357622990799221,-3.1586301669663794
-0.9299357868058999,-2.9799908466741334
-0.927840522682116,-2.89121359573109
-0.8851124546599052,-0.5938681759454052
-0.8807794867300083,-0.3296330959916202
-0.8794111835538114,-0.25162986863196096
-0.8695804726597158,0.30393259175426257
-0.8690533117418253,0.3314538860089978
-0.8623758222233429,0.683798848744695
-0.8398120076167057,1.6277233391413897
-0.8151501857693337,2.169301751131517
-0.805363390182992,2.2379626211565724
-0.7849161156180102,2.2224441565242037
-0.7791974409438445,2.180171119042755
-0.7544144868932117,1.9356705558594252
-0.7401175047486701,1.8203435193688695
-0.7342174242847692,1.7457944258349494
-0.7255777845946678,1.6949931030335745
-0.7161221041469052,1.6054163842403402
-0.7112304257400184,1.5488472211580877
-0.7061376726209545,1.5254803497897922
-0.7043861298617848,1.4967879394510089
-0.6999399329614722,1.4296891698800855
-0.6891687170031431,1.2961888848965626
-0.6824949414306722,1.1949859400714213
-0.6718184996544996,0.9586015739973694
-0.6641044680842034,0.7291957875744326
-0.6620605887124498,0.6769684762865177
-0.660118016156642,0.6037429139765612
-0.658185123165655,0.5449725774456962
-0.658148327641261,0.5399478542323987
-0.6490194250539698,0.17069358543420066
-0.6409519415818208,-0.19069237595598632
-0.6229516200501592,-1.113596143662674
-0.6225502337916877,-1.1362793872038246
-0.6072335459193976,-2.048929552505751
-0.6047677288540454,-2.1959053238190474
-0.6021638626553956,-2.3442744721387583
-0.6003292453472198,-2.445368574841912
-0.5973506672236111,-2.616395242277427
-0.5917075931871949,-2.9472518548654136
-0.59068706862517,-2.9849848185042527
-0.5831911821865443,-3.3871926406562687
-0.578386876269374,-3.605368477989336
-0.573750999040552,-3.8004677351699585
-0.5565957660714744,-4.331531273240474
-0.5561154399068586,-4.332221394354744
-0.5503578670859302,-4.417351804204047
-0.5405008265729325,-4.421901230808781
-0.5381763286994836,-4.400640207314665
-0.5290558868037758,-4.224836969749759
-0.5288421593396997,-4.222527737165025
-0.5024689693937789,-3.05730493935954
-0.485143879160721,-1.8960743496023948
-0.47638860931661897,-1.27256320778916
-0.4668654656735147,-0.6227734608280208
-0.461999202663379,-0.2998117787416564
-0.45937774392372255,-0.13147880198379136
-0.44848238988398714,0.4607521454996061
-0.44738147768177594,0.5063903725846015
-0.4326286977296272,0.9995881678743975
-0.42886758680172843,1.0837665359785575
-0.4286828018826325,1.0887738601672678
-0.4282369617322459,1.1023109598070797
-0.40073200512739326,0.7411211863397571
-0.3914475725022708,0.29145434519097174
-0.387945564255503,0.09859195674557135
-0.38530944649467536,-0.07457897903107115
-0.38025170398316765,-0.398629152837557
-0.3737834991091664,-0.8584772179254074
-0.34552615406616116,-3.0995045175583225
-0.3421542100831836,-3.3418216030820984
-0.32610626896748496,-4.36583212910864
-0.3250265294333152,-4.419117757599368
-0.3245524493070242,-4.457773161691491
-0.31352517156779847,-4.86111898195682
-0.3000949148606331,-5.035668098444318
-0.29838611191859066,-5.040935732980137
-0.29578566791074223,-5.015526413646145
-0.2874190731263022,-4.84358210780416
-0.2872020730596656,-4.822948887586468
-0.28586615753510447,-4.793544747339175
-0.2839763869015277,-4.701913650071426
-0.28191840940289836,-4.63435224184054
-0.281080282043324,-4.588137958345118
-0.2798651438281463,-4.548562527306962
-0.27756556273833644,-4.423634043254816
-0.2725839680932838,-4.126457524125826
-0.2638707003107714,-3.50698192948487
-0.2634473495995069,-3.488658658024179
-0.25657550176081045,-2.912287224904964
-0.2541300457715643,-2.6929630094328596
-0.24824926832754723,-2.1370913672993748
-0.24735284331353302,-2.0449840821355068
-0.23911643929855275,-1.2151744008628482
-0.23341737083433944,-0.6346886597172355
-0.23238811087220856,-0.5096234355710137
-0.22598816046355985,0.14777533569976312
-0.2256498518166059,0.18926846697456262
-0.21532088685068862,1.1933891584803777
-0.21461976800739402,1.2778613116812438
-0.2121045530856991,1.5226505279316223
-0.20853774537216907,1.8539320540108968
-0.20804669525861375,1.8785444403837408
-0.20601511630978386,2.0575212830615364
-0.2020912910658863,2.3933874577959404
-0.18678097554139672,3.428521136249124
-0.18278748258410893,3.6458345466817237
-0.17694623289874745,3.8896069466062406
-0.16645778005435385,4.133048133245255
-0.16005863692073863,4.192904786688559
-0.1586576603798613,4.2137980257482655
-0.1496705321699423,4.146730283360235
-0.14315823229734104,4.007166871288388
-0.14052197337288685,3.9185653116013435
-0.12892007822592788,3.490758252880096
-0.12799741766523276,3.4474183896060913
-0.11916095259790627,3.0592986736729677
-0.11399416996668776,2.7963787050666538
-0.11219549464234557,2.7109759648225467
-0.11119734950930571,2.6629061301559207
-0.08505944913130392,1.3903957427595093
-0.05693923729561101,0.6800179054617252
-0.05275206401026633,0.6532948855604103
-0.04889147318655507,0.6479773468697166
-0.024390252382083144,1.003329587768768
-0.022756833408972277,1.0304788476540936
-0.018433089800626856,1.1436562565520618
-0.015962362651787743,1.2257260423997176
-0.01519982234150774,1.2463286255353256
-0.005003887863982648,1.5727966107621343
0.0023702364001896292,1.8096348211682245
0.00456641135196989,1.888170210907672
0.006387285577362789,1.937690953163556
0.007307255489561015,1.984950553147843
0.014547957335758976,2.195241408335858
0.016193859968493207,2.252941722961293
0.020199814121034443,2.3550802971203733
0.020512903926311665,2.3537134381118534
0.027687434538413047,2.5191283774341713
0.02782704396005542,2.520311129408247
0.030657390523093575,2.576764484319939
0.0311970188154147,2.599235864901244
0.035796101046444484,2.6474253328247417
0.03671701957317408,2.656813405432878
0.041325815096458385,2.7030441988606855
0.0548031503665376,2.6878577274332818
0.06594871827627546,2.5372738289337184
0.06730203923827816,2.5291100201314647
0.07280902326826144,2.3882529652283835
0.07540588987866137,2.310783672774038
0.07826539221429618,2.2205420749223657
0.08048059810386121,2.166263495359649
0.08209847786585112,2.119316607792917
0.08461663186571133,2.043843742479389
0.08887943826398548,1.8654643275421554
0.10352824430426821,1.3000159806707503
0.10474506986076904,1.2419093226802969
0.10904671262251586,1.0554213470532863
0.11781177502413431,0.7133580467669165
0.11812076925610615,0.683943917746138
0.12066511421124382,0.5836428498502213
0.1345113943915921,0.13712035234638215
0.13808215240354116,0.024479913650827908
0.14686890211799852,-0.17653613578700855
0.1614471496781098,-0.32806699055035277
0.16657848510496454,-0.31706310904080703
0.1679365643879649,-0.3238306971985207
0.17803580568770627,-0.19879316736386982
0.18018931530251958,-0.1585422793555556
0.18556875770294123,-0.05285893683379786
0.18726427000821122,-0.016363327894617044
0.19298671852421911,0.1430738886975511
0.2033671351312205,0.47457381164884405
0.20528101141535338,0.5509656290941498
0.20626148595650307,0.5973820308199479
0.20862280752125395,0.6630830628983998
0.21329180877202258,0.879104899631676
0.22141407885266862,1.2110166629951662
0.2239524094187102,1.3130267397702926
0.22667243089512912,1.4193352830061527
0.23017582573358464,1.5741819582022427
0.23168446190099967,1.648933533541853
0.23688262523753645,1.859451736300437
0.24774570483523206,2.263420829088509
0.2530952806146356,2.4362406914746604
0.2559939925971264,2.5255267375010653
0.2607610605290853,2.646039005531691
0.26367701569299307,2.703349226766568
0.2651970207416894,2.7550539457892853
0.26532340636181484,2.72988117576831
0.2693122859437702,2.825115443829551
0.2720756038058383,2.8583688973665544
0.27418194411267116,2.888988486363195
0.27580986186660894,2.905398529479666
0.2796505070022208,2.9341086417936166
0.2812636033133593,2.9347749001920915
0.2921631019230073,2.937993135641015
0.29383513095764613,2.929365008464933
0.3023113240144406,2.842558951576077
0.31831658035045685,2.4585467159913392
0.3341930267772213,1.9190117477854092
0.3403586647776011,1.6739812771751268
0.3427582974946026,1.5777126633343
0.34481758453841316,1.4769053713916471
0.34978627741638046,1.280858114096713
0.3618829445800005,0.7538988314850288
0.36290567287850894,0.7076910246360054
0.36388042410920907,0.668247856081965
0.3696459472976952,0.4118248812159731
0.3713827334994231,0.34676549710881827
0.3745033245948832,0.21763653268973107
0.38809266842965684,-0.32006396113893726
0.38839423095514025,-0.3433415658841383
0.39653503774973586,-0.610733882845425
0.40292091942705177,-0.8258421129003793
0.4102711999711737,-1.0252356658857638
0.4190302342799752,-1.259116411212453
0.4208594100163614,-1.3047144789580822
0.4215051329825372,-1.3113651419965118
0.42253868297969,-1.3617020587420432
0.4260180131500517,-1.425340247701976
0.4284195409628664,-1.4583817384440663
0.429676768251984,-1.4855133173623434
0.4360522300417249,-1.584589988895137
0.43775899131386264,-1.61387933543608
0.4392527121436114,-1.6269728510833357
0.4393619127579034,-1.6551080191668588
0.44908971518705165,-1.7539503373952103
0.45705531604875915,-1.8257871912775372
0.46447476575756497,-1.874686765305313
0.4659572549024258,-1.8884540590013266
0.4747095126988734,-1.9249793580581898
0.47487865259019024,-1.9122348670422953
0.47982204772685044,-1.8985272028220708
0.48840462379369276,-1.8916670876504138
0.5030849357313905,-1.7921114193801542
0.5043922934515281,-1.7574859219921928
0.5185777131647389,-1.5887244229793094
0.5272828303775388,-1.4415863916080354
0.527510317105385,-1.4308165806234838
0.536515772091088,-1.2536033337061687
0.5381636544539958,-1.2174646365880823
0.5394495763070699,-1.190942814941581
0.5405527138015351,-1.1691797645026532
0.5460934398381658,-1.0235499200055211
0.5477023636658123,-0.9878912334535128
0.5486809218277529,-0.9560157588734101
0.5595555240675227,-0.637509464285112
0.5732447564915581,-0.20714388179011034
0.5746488890484978,-0.16563912866289796
0.5764427729965704,-0.11277218600248093
0.5812561925070088,0.04089441503555593
0.5850087379548228,0.17175495242154387
0.5906499363322282,0.3666566627492871
0.5918216688353182,0.4026994403834389
0.5921130861768962,0.42801374437407586
0.5941648533204686,0.4784444626671109
0.618383381405406,1.2138958625205014
0.642004545529538,1.66413249051434
0.6476604298800539,1.724250036585548
0.6488432377643214,1.71096829361427
0.6515997281298196,1.7149248495770535
0.6532128790507707,1.7294184764834095
0.6548242207897488,1.7331276837176162
0.6743121529965248,1.6161969041928446
0.6814892301718904,1.5095871901175621
0.6833366539232753,1.4580913203434458
0.6902551375198547,1.3351514047188346
0.6939728996630876,1.2281728428133336
0.7195300087494116,0.5082662215285363
0.723807234295557,0.3868810036951865
0.7271200898188965,0.2806200544310919
0.7290989188795063,0.22215109566662455
0.7309213482389048,0.1779846283352615
0.7310994070651282,0.16787355968462817
0.7338339749096123,0.11030412393268817
0.7387778330508263,-0.03632657900244202
0.74809520446028,-0.24008694227988966
0.7502866303950553,-0.28433980673047937
0.7530886108283044,-0.35062542541450925
0.7561996662638455,-0.39425249434984166
0.7582441743368515,-0.4331114857054051
0.7599847312658725,-0.46551886201596204
0.7672403629745235,-0.5383130701997711
0.768578595279636,-0.5348253956799888
0.7743756933043278,-0.5828565677772835
0.7808484960574011,-0.5892651296088554
0.7924570844699876,-0.5392811408134885
0.7939173143726936,-0.5124642880167568
0.8060599064444083,-0.36797977318546576
0.8098765550704643,-0.3168463946798602
0.8131711607306107,-0.2727258337594579
0.8138916100185307,-0.24882879007970066
0.816881358317227,-0.1960887731224522
0.8188017030483135,-0.1574798595080349
0.8309603449012317,0.060126994205304096
0.8346867627474861,0.10909205785769187
0.8359698177187571,0.13266650664445495
0.8362484064793572,0.13869894338812877
0.8420129583438105,0.22802186841085248
0.8483921171915876,0.29720350267037504
0.8487113789458558,0.30345787419043696
0.8518555003162476,0.3433650756038738
0.8550858158558805,0.3617499090988501
0.8761026601163846,0.3231045817598716
0.8844890351362582,0.2121304836547849
0.8845697916267823,0.2192005671943641
0.8963269517740464,-0.058064341955418465
0.898899164145619,-0.1533449283579756
0.9078864163209781,-0.46168993953204046
0.9080405288581561,-0.45090794706240855
0.9118012243447495,-0.6051096172897384
0.9220424918160264,-1.0670419489533571
0.9294281164652514,-1.4040624042450933
0.9438851143533773,-2.0847327136860834
0.9509256835511062,-2.4029526788674356
0.9523032566753775,-2.4602012934087663
0.9585300543271766,-2.7288737582211184
0.9643309619257128,-2.937060766209038
0.98820418026409,-3.5124827210938383
0.9934102021649016,-3.559536801321989
0.9960259723352483,-3.560057807682401
0.9960286077740168,-3.5641869400661887
0.9972981840856914,-3.5733113646182932
1.0270697432367335,-2.9637381810130363
1.0331055188991183,-2.722280094738241
1.0463395484098879,-2.0766782759008042
1.0464129037943355,-2.081349954873392
1.0537959981989644,-1.6770273550816388
1.0665561017826883,-0.9227107276464349
1.0700434742025493,-0.719511861863663
1.0844400473264315,0.14533465054908895
1.0864242594639695,0.24163902168238416
1.0902880105465673,0.46699045019198165
1.0933014455793817,0.6080186413689956
1.0940203921259313,0.6407281078759057
1.0948856416794133,0.684044477984656
1.1074106700778916,1.261419825154183
1.1112697595375955,1.4249273441256647
1.1122317161124444,1.4590569639190283
1.1197647770435148,1.6970664866995229
1.1273417337626155,1.8949961785128768
1.1309522878697926,1.9972257428212468
1.139739695098367,2.1410269032980356
1.1535232330661778,2.252160366782122
1.1717347676785366,2.2171274584005927
1.1722544795329242,2.2369054079253416
1.1731937251644426,2.2174090010421708
1.174868486303735,2.2093709233478784
1.1761845641936084,2.184584676147592
1.1832586290735838,2.1295530630935544
1.1839565359129578,2.121516385608966
1.184590597418345,2.1233617233200617
1.1889792379384971,2.090872924271441
1.2076213553989348,1.9033481523593945
1.2137288874339678,1.835799795400063
1.2144198936795085,1.8362657870701538
1.2150716621279232,1.8158412454491502
1.224802725429253,1.7366477588852907
1.2253564557904593,1.733651642925292
1.2418087251886618,1.6186861009681321
1.243249898311971,1.574133793195627
1.2437446497424078,1.5772112202824615
1.245450017431585,1.581703910930346
1.2516254617830675,1.5070777541949827
1.259550769468385,1.4131919285750805
1.2606249105245775,1.4069997682052084
1.268721585302539,1.2714348818799772
1.271058145618409,1.250985392902901
1.2760721677740996,1.15106196094764
1.2811952256340486,1.0394227007201025
1.2908088708588519,0.7724759703383014
1.3038439190230813,0.3440233190107337
1.309570389481614,0.1104843207603167
1.3103766342048626,0.06248005500208159
1.314274306113271,-0.10990338329366642
1.320466149326462,-0.37653493138108507
1.32096567830187,-0.4270343058832591
1.322223543877362,-0.4818518658788215
1.3246127100592409,-0.5960948122141676
1.3299925578613756,-0.8952369776562403
1.3305564400798753,-0.9402049412449874
1.3580058999992604,-2.5253264156719473
1.3621973296443635,-2.7793776931222274
1.3714751335625461,-3.267902213632388
1.373644198190144,-3.3655962389685605
1.376868340217798,-3.5245781811373638
1.3897090517081923,-4.032616859776094
1.4009963219445583,-4.343061306510975
1.4071434386917039,-4.406593804186084
1.418980672867951,-4.401527697850256
1.4190764150663444,-4.407323450969745
1.4252206915342116,-4.290700236433444
1.4303846160445843,-4.159315084047509
1.4341497167709951,-4.034545011214123
1.4346247345081444,-4.012423061770508
1.4394779654220553,-3.8282393217556323
1.442099391554991,-3.726996572832748
1.4425151148526298,-3.7132297600284034
1.450245935024916,-3.302601004646067
