n_harmonics,base_freq,magnitudes,instruments
5,4.627257479319161,"[-4.27274700e-04  1.44297539e+00 -6.13483838e-01  5.15162369e-01
  1.18710514e+00]",[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]
-1.8972271118863702,2.1674774988536694
-1.881961698220434,1.9190630393336823
-1.8803297749151362,1.9445970850138559
-1.8799497071208249,1.9273057798830697
-1.8725483051555911,1.7787296250068634
-1.8676283560889084,1.619512160913127
-1.860147228580678,1.402580555348985
-1.8533664600487514,1.2361951052320963
-1.8479593012421585,1.0648714468959712
-1.8444531537738198,0.9420551261403065
-1.8436992571651378,0.9022306735905541
-1.8431494646734974,0.9146205401006815
-1.8362026593444996,0.6718928008059037
-1.8253988961405776,0.3600365568635758
-1.8238656585496376,0.3095375783379494
-1.8227885847114593,0.3010355664738211
-1.8166139005265103,0.10189601669317591
-1.8156469510832771,0.07927353519087153
-1.8152172248902168,0.07765478274613934
-1.7973724023390873,-0.3371900543102732
-1.7904828851286632,-0.42853055223831293
-1.7893134438641674,-0.4795558569534546
-1.78759697313883,-0.48850618235032284
-1.7867785961158547,-0.530334315227219
-1.7828531481901724,-0.5591622422979726
-1.7791632398546615,-0.5834179791730004
-1.7704035411347943,-0.6567360936646354
-1.7676562772749067,-0.6707774309323506
-1.767552062820841,-0.6644953114013862
-1.764684914405472,-0.6623951017587962
-1.7593423781413935,-0.6379702109789996
-1.7513925697693655,-0.5816177602569829
-1.7352568713697556,-0.38273033131227485
-1.7317448018961175,-0.3213303980874276
-1.7285805050592684,-0.28612857257819174
-1.7168907183013338,-0.07911617858401314
-1.705771448224215,0.170614128411877
-1.7010693115599094,0.3170944077909882
-1.7001854854659812,0.30930763349195844
-1.697511864812141,0.3657165807241981
-1.6971398420010533,0.40060631295706284
-1.6962829837847808,0.40573207283938234
-1.6954489081765272,0.43742037533787376
-1.6920693305904289,0.4894338844939934
-1.6575488751179375,1.074897066101006
-1.6521997269316606,1.125458970364647
-1.6474965490942965,1.136328866210299
-1.6463816219937644,1.1659071446355735
-1.6302239316170144,1.2265997041887793
-1.6156452015428673,1.1284609782107142
-1.6154404227659924,1.1301621211682409
-1.6148308592602292,1.1369870536725637
-1.6070054837654912,1.0310378548958108
-1.5910096690738396,0.8270951458442413
-1.590881850243966,0.8186657519855929
-1.5839286037687597,0.682855518469608
-1.5715956049516535,0.46556829723985765
-1.5626822162663787,0.3135139978051507
-1.560119043777908,0.25198494806589056
-1.5545343579922486,0.19784568608222916
-1.5411303618136554,-0.0006128679886916698
-1.5405855989141124,-0.0029995039432431474
-1.5399656104869197,-0.033035275201967584
-1.5389633597384929,-0.05743649852193206
-1.5297552240746033,-0.12231308128324611
-1.5280372979997596,-0.15495935427764573
-1.5277355504358414,-0.17672730704995027
-1.514440601382623,-0.26367463726807094
-1.5091744682078632,-0.2677777281681979
-1.5077102559558657,-0.23427737111420438
-1.4673125466217578,0.08237267907836726
-1.4607655123909757,0.20023098862264127
-1.4595772529854645,0.22796491565029214
-1.4501508980708115,0.3811074465344544
-1.450129500911593,0.395858298224848
-1.446591421369506,0.4614652271771
-1.4463246143564483,0.48919146392745283
-1.441579888555636,0.5597811351433954
-1.4302334775263374,0.7611868825108574
-1.4201228861631634,0.9905684983647882
-1.4152676851902892,1.0623193242788775
-1.4102146997020608,1.1065962976963168
-1.396971434563328,1.3243377028299839
-1.3952165053815737,1.3471771191476827
-1.3934264500637203,1.4012521875254322
-1.362296212235731,1.5177640118252729
-1.35979337119644,1.5288237603389987
-1.3579257281327,1.52045610247886
-1.3501540041867324,1.5020421878555317
-1.3415065009188054,1.4031672806299649
-1.3406003780214997,1.3871530839820327
-1.3369090570401765,1.390440990647108
-1.3204002767205323,1.189504493573886
-1.3182178474576518,1.1454790127541263
-1.3180712132901202,1.0896542248188863
-1.304072623883723,0.8790141051339186
-1.2635394134395908,0.10964139829371218
-1.2510831501185706,-0.13501113643633159
-1.2436752051353248,-0.22977416551387844
-1.2417163310962498,-0.25870249623629776
-1.22093792428969,-0.5936731232124042
-1.2176044238353012,-0.6235433357154471
-1.2148812566252265,-0.6762436039498656
-1.2114720474154235,-0.6782445573279341
-1.2111983838725153,-0.6764181647240702
-1.2089638969716965,-0.7094445747318991
-1.2082431411741492,-0.7014729819478713
-1.2055305949291053,-0.7495026730402002
-1.2003841354832667,-0.8426404330758137
-1.198182013939994,-0.8840884048738791
-1.1948126698778532,-0.8930697617040773
-1.181628367120517,-1.0612581830114305
-1.1765466356215601,-1.1446717841386305
-1.1683583594386375,-1.2699185283888579
-1.1675185927606404,-1.2631875502175314
-1.1535775714316436,-1.475626475059314
-1.150588507121134,-1.5227384476962493
-1.1495332816606874,-1.513155649606427
-1.1473087805107274,-1.5799279211926547
-1.1271767375050508,-1.987115075409415
-1.1026126167907313,-2.598075242469009
-1.0971575168073326,-2.70571611622929
-1.0964766212439827,-2.7466665035481146
-1.0804328691061391,-3.125253122707267
-1.0795217429465949,-3.115720292056066
-1.0792023577297924,-3.135729158891787
-1.07620503141503,-3.204370178252739
-1.0641287513987545,-3.4306849274551716
-1.06242060240018,-3.4911225210650105
-1.0610134413572996,-3.5348542587987177
-1.059701005099187,-3.519349248155759
-1.0429448582176022,-3.7136924354270864
-1.0386415099696191,-3.771708259536644
-1.0353684506266094,-3.7789836140345465
-1.0320032366505725,-3.7987758505311167
-1.0318431114946764,-3.770717121385402
-1.0313017811749379,-3.770269052023219
-1.0308412176644652,-3.751519149295266
-1.0190558879134208,-3.745950640613681
-1.0098872798575314,-3.6238331376496875
-1.003705706415594,-3.5160834620033046
-1.0025276924303637,-3.487992840415504
-0.9996752857175828,-3.3970338398597697
-0.9974596792171102,-3.357052376640085
-0.98868927505724,-3.0760850744814143
-0.9846024401068041,-2.9676025112166533
-0.9775647438515414,-2.686929219675193
-0.9771242545623533,-2.6871248708246083
-0.9746055980800468,-2.543343087994609
-0.9619376147531016,-1.950753032309197
-0.9565366988434238,-1.6980589358311446
-0.95502160532864,-1.6157842458171365
-0.9356963797620867,-0.5462834325824919
-0.9311688919584213,-0.3167728681064965
-0.9262130912797968,-0.02719191110601859
-0.9212268339686389,0.2544614852172867
-0.9211835020597712,0.2583265267696252
-0.9124944566101334,0.7162226988253522
-0.9119667859905025,0.7389308580751985
-0.9056195562764411,1.0598037263292832
-0.9047775545483301,1.1326351743221443
-0.9009781713889957,1.2900202412941064
-0.881134282565434,2.1462597630026274
-0.8711283899676756,2.4130638600493706
-0.8653646595601914,2.5247847142379705
-0.8613719607537398,2.6012844501969576
-0.8373082307392266,2.6757511531228566
-0.8287777526248243,2.583937693603339
-0.8277294945027762,2.5369936638455184
-0.8249829885582036,2.516487410354851
-0.8199418688477738,2.385066563741787
-0.7955144972766695,1.5904501664577457
-0.7917724147291327,1.428905486996916
-0.7805681217025713,0.9508958229678903
-0.7761572375382162,0.7211242375444454
-0.7755294461577367,0.7113382224270078
-0.7738324010054125,0.6495155901959352
-0.7630008553709464,0.13843489394905953
-0.7609580059512218,0.048310750824767636
-0.7603687864907949,0.03282189062611436
-0.7553250609119844,-0.21745760147363552
-0.7534209247258024,-0.2346647966550877
-0.7494425170244186,-0.41870583434589637
-0.7459874200727592,-0.5440869496461351
-0.7302694522373923,-1.0301804466240485
-0.720957513045001,-1.2621405449755307
-0.719801418376008,-1.3344559659787296
-0.7115905713220259,-1.4184100593519937
-0.705712622675045,-1.5070948455980235
-0.7054900275639673,-1.5087520834949493
-0.6971334217853977,-1.5443525421701927
-0.6957109700531139,-1.5055673343239058
-0.6918916890875346,-1.497365848910714
-0.6794532574500902,-1.3855045457290402
-0.6793883036628294,-1.3481923139292618
-0.6788767461790011,-1.3562992667363127
-0.6729402006993181,-1.2722176119578479
-0.6660463419770313,-1.0778197237008165
-0.6640297752197566,-1.0439390231710886
-0.6561841569978029,-0.7808758134909966
-0.6481390521959649,-0.513403194767817
-0.6432478609110532,-0.3393299702473396
-0.642827090680548,-0.29686701983510827
-0.636699008976576,-0.08224096590718072
-0.6320244783468993,0.10251779985471288
-0.6275735628750709,0.2886377632979551
-0.6127578356673284,0.8526900845479835
-0.6124461300729114,0.84545177820896
-0.610898544763959,0.9128299795003757
-0.6027942674322739,1.2085953498302422
-0.6009517044518624,1.2945225856728484
-0.6009254099008388,1.2932291466369914
-0.591192142216137,1.5687396259496604
-0.5817738602474822,1.8021374293527845
-0.5793661677707904,1.8860303167257335
-0.578742373473454,1.900220610290568
-0.5735634546097867,2.016449722606714
-0.5677415661568839,2.0986201447917003
-0.5625923697168087,2.1368834562711765
-0.5594639445438343,2.165793131607965
-0.5519461777232095,2.2021970464321425
-0.5440942787732128,2.188720684504544
-0.5263574063530916,1.9788698233014836
-0.5187754940642959,1.846937571705883
-0.5172164454137524,1.7990692347198485
-0.4976087572609389,1.2521226982907845
-0.4959880798880256,1.2260485953764702
-0.48686349204561274,0.9620699382985577
-0.4724601705743696,0.48460656383050454
-0.4690389213743069,0.37333840612796115
-0.46651683373051345,0.33475725713037724
-0.46107169485169575,0.18305981552790707
-0.46023786887047,0.1327045335449151
-0.4475185962978774,-0.18278498738106033
-0.44683639544244924,-0.19689247777455968
-0.4160832236506167,-0.6310331041571399
-0.413780829398787,-0.6224800365791684
-0.3971376739991941,-0.615580778379271
-0.395900687730792,-0.6364628321856752
-0.3906280713744774,-0.5622037744810635
-0.39035924907978403,-0.5721761142107582
-0.389957440533101,-0.5731928795445383
-0.38310980217392654,-0.4688615169317018
-0.3829953866880622,-0.44613201546614345
-0.3759200238717604,-0.370256790912916
-0.3751839923203728,-0.3551343119542499
-0.36688859687881425,-0.21462887525388438
-0.3626821870786827,-0.15305141586194013
-0.3625299767830876,-0.15165932515841987
-0.34275705994647954,0.28144390651632384
-0.33873442090543593,0.3531338212003931
-0.33738834543327734,0.4058933006209559
-0.33526905704463417,0.46088614668391537
-0.3249685623575891,0.6836707821071928
-0.317245160364076,0.8128631608702929
-0.2964521956362005,1.1097574250134763
-0.2918077575685665,1.1333579081913998
-0.2852671786931329,1.1756823907866791
-0.27343797829322725,1.198432835327973
-0.2733199665654036,1.2201445960962705
-0.26749948325245576,1.2134826790225566
-0.26718030999651177,1.1842641705196564
-0.26463773035038685,1.148601484604463
-0.25065036327277657,1.0517194956133147
-0.25059024979168676,1.0457232584266059
-0.24842098682242453,1.0438500082959354
-0.24390410408365693,0.9741878854943492
-0.2438191092423354,0.9783518345477576
-0.2435867878625717,0.9553070179706052
-0.23818829798618868,0.8677202774792688
-0.2170635952023492,0.5438222061822464
-0.20910662363376176,0.40394916641742235
-0.20450658298808344,0.32830645996024815
-0.19548805192073804,0.17727478495601384
-0.16971627234130615,-0.1504514274772858
-0.16620301602935328,-0.20153312431595866
-0.16594562301377902,-0.17880950204794918
-0.15853749630904757,-0.24136881196959944
-0.15767934644912573,-0.22504934298113627
-0.1457271819711341,-0.25469366822562384
-0.14452632152542133,-0.2258701397424662
-0.14267974130546968,-0.21055370412532484
-0.13950105484063346,-0.2227922600785696
-0.13935507466979224,-0.2339777375500488
-0.13159926757696017,-0.1621541556412363
-0.12940679631889873,-0.14223541351492974
-0.12851910741621309,-0.12250604784546372
-0.12461735866979184,-0.11512542647887176
-0.1204249234165613,-0.07650750545794581
-0.11805347346853257,-0.020087408087567257
-0.11117143761288695,0.0495637977886049
-0.10784547341169226,0.11700770427962912
-0.09717819478128131,0.30406772684129685
-0.09710591984428962,0.2934678485048742
-0.08110522916628327,0.6204818227561006
-0.07477199304277882,0.735623932958602
-0.07367525214291026,0.7809483375088211
-0.07224404875556178,0.7873493898159921
-0.06558803884108855,0.9108232827605006
-0.061828371555624706,0.9898197692221914
-0.06027638850119299,0.9813206794639882
-0.04538381058384999,1.2522003777529507
-0.039470814716530356,1.3125258260282973
-0.03801353954662989,1.3349885963778692
-0.037971155112172195,1.3555882470703544
-0.034251113767294505,1.3809348912592245
-0.020717957481960703,1.513662704637553
-0.017783646849825807,1.5040215825234504
-0.010771546357108086,1.509920574248252
-0.010448750034921073,1.510262463911391
-0.007907418573768865,1.5330179278287277
-0.00756761578352716,1.5325256275054595
-0.007115705494462166,1.506309819720423
-0.005455696177177671,1.5314547193980275
0.0023399863992814574,1.4722441089969878
0.005149066721933604,1.5032992950915374
0.03379286214039423,1.2178421145447034
0.038182000348752965,1.1307303264524402
0.03818720892385574,1.1064458367046248
0.040001811194045,1.110077484794467
0.04304594513065929,1.0434877600918468
0.04312009696844399,1.0450455475422167
0.052462776390497456,0.8680056683499481
0.052687555516118145,0.8580102926102903
0.06361027562444699,0.682234487742807
0.06388162769249917,0.6909383522547556
0.06590551795634791,0.6328624580746791
0.06773355051578411,0.602380061028628
0.07142738289248918,0.5266211249465139
0.0732160331687206,0.4885027734101854
0.09500225525441142,0.03792411024306926
0.09638999264686632,0.07296507064035242
0.1051635093935408,-0.09870262252995579
0.1113739002006442,-0.2019035574003281
0.1119047090088805,-0.19770081209922208
0.12069018386558472,-0.33111628007210986
0.12764711018207864,-0.4687345637768122
0.13085834082958891,-0.4991325981470177
0.13232685321462734,-0.5058041423165691
0.14211240713300466,-0.6313940242938083
0.14685757651107512,-0.7110704461584685
0.16950503546396112,-0.9830823386415992
0.1705567659182572,-1.0039072142901622
0.2036589126132089,-1.4437654499068584
0.20816913656342884,-1.5604746436647237
0.2249177466132921,-1.859276905965311
0.22528693549081247,-1.8517278493283
0.23629776420798887,-2.0865109715221504
0.2430594438982272,-2.2866632780106357
0.2449716027288038,-2.344763530008954
0.24607040770251132,-2.3541816620944793
0.2463802704394049,-2.3614091833774618
0.24773604702054097,-2.3899733577376687
0.26286898083140287,-2.7433372807228333
0.2659940061011281,-2.8104940470021798
0.27443301370199524,-3.0050655384257
0.28419447665022846,-3.2089758900629732
0.3067622078561998,-3.6533711471636923
0.31839967281194603,-3.732061758419794
0.32118464288420423,-3.7588548150629917
0.3231598852075477,-3.7801168717495455
0.3274532106881818,-3.7781888879444074
0.3277993294556767,-3.7742521294317917
0.33044045878304606,-3.758927861241119
0.33888739704454274,-3.7463939036970313
0.33894862839772344,-3.7229175435247868
0.34452483678421464,-3.655682726826004
0.34591000831681384,-3.638800683991139
0.360032431173122,-3.3597983797697255
0.36030358059922296,-3.364194073782953
0.36314492901401874,-3.282314263438257
0.3637301429440227,-3.258618532007716
0.3679849204009926,-3.1203072051810206
0.3701511991647237,-3.1032260217876724
0.3709922199440898,-3.0209616898946976
0.3786062700874848,-2.753870412376646
0.3957294475805777,-2.009166300553586
0.39767868054393674,-1.9211740165910198
0.4035810398281461,-1.585240738342848
0.40581606570417694,-1.473125694851857
0.40704656761576086,-1.4179685476549455
0.41218577445310967,-1.1338809764422542
0.4144581585533649,-0.9703324893335821
0.4193028261733498,-0.7116541091670932
0.42278029170681286,-0.5459630469193308
0.42559812412069986,-0.3539152237025629
0.4360485348562655,0.21098443481510917
0.44068579775613337,0.4671613066698531
0.4450469702276969,0.7005925881708803
0.47461461854713427,2.0358507959950978
0.4846537544058984,2.3437967770517583
0.48513621490150527,2.396233347765955
0.4912815731331426,2.4893821544542005
0.49211649639646193,2.5145980003790815
0.49314474429390964,2.537700623532948
0.4948403080352941,2.582539099589995
0.5098706087497566,2.712710134054588
0.5182066125270044,2.6984638577327105
0.5391194958321313,2.3677807583707864
0.5416297605458729,2.3159890472087294
0.5557010823206934,1.8460860523135134
0.559787060583206,1.7115830833040293
0.5602431611321386,1.6527461174628075
0.5662752622304854,1.4073396242147285
0.5708356144793036,1.1903434910053463
0.5718771613365954,1.15135318426308
0.573764245884159,1.0784188520845037
0.5774871054840194,0.9402348373262684
0.5901826528325049,0.35009288400443495
0.5930635835696165,0.21865521036840507
0.5975942872442577,0.024783259328093492
0.5999245444151895,-0.09798662845156797
0.6084107862230743,-0.41563296116201576
0.6182463868274368,-0.7690628857141318
0.6249759510347497,-0.9961690049855246
0.6289014809859079,-1.1304362751521222
0.6353727524639932,-1.2314097087265563
0.6358779422347989,-1.2644523569666686
0.6377879483409457,-1.3174143866949635
0.6381729213744975,-1.3033961285954314
0.6400109052160583,-1.3685885979852188
0.640906690740878,-1.3709854784895168
0.6447322680614418,-1.4218286796348103
0.6540759483554925,-1.5249040269867211
0.6629295987658761,-1.5409895600820074
0.6735317430995797,-1.4379030980015806
0.6786609898839142,-1.366336948645902
0.6804433701418975,-1.3448088126228877
0.6814057644322977,-1.3329281809208358
0.6856986105059679,-1.2200422574726493
0.6894648286265403,-1.1482441346366064
0.6895968992111348,-1.1410558271708522
0.6982735260654582,-0.8701591802475842
0.7016532211442295,-0.7874136919628976
0.7077368391513099,-0.5738074224233038
0.7091897078146139,-0.571408024206794
0.7115820928175287,-0.4643419644138275
0.7128282859361068,-0.4173097345941854
0.7159741422869943,-0.2921267442690018
0.7175317054927364,-0.23886172647145146
0.7206935803804413,-0.09336207223610968
0.7241367747781116,0.01646045866310275
0.72893349287419,0.19334154272640042
0.7472855682680888,0.9402242463987165
0.7520615905669876,1.105197548444615
0.7521630407633717,1.1380827578310182
0.7565095744570698,1.3029439849705868
0.7684005514911698,1.628609997142476
0.7705763337009737,1.6820548384163323
0.7901940527008411,2.105713855644792
0.7907939696265913,2.0844755255537804
0.7919308760183554,2.0831812386726494
0.7958797456741928,2.1585404591573574
0.8125667797103171,2.1951808472203997
0.820546975545521,2.1396607900405447
0.8248277554659937,2.1007314246967095
0.8250833798290875,2.083679848681967
0.8276426869824682,2.060271287462458
0.8303311707232517,1.9968226004539353
0.8342452976253973,1.9342193445387534
0.8361320560518348,1.9004175925898763
0.8366809247231508,1.9084451641237816
0.8370797498164038,1.8599224160072412
0.8413346799441577,1.796962360547522
0.8445005026713801,1.7264735513894958
0.8505045995097107,1.552248023180823
0.8581223562263043,1.3167053706105818
0.8593028821154203,1.321883796754423
0.8616579102784341,1.2654326930311024
0.8624152963015357,1.2137583649440016
0.8659364675010419,1.1115873891092647
0.8676882132693784,1.0517384347106513
0.870644405528572,0.9571737145195742
0.8720625482355597,0.9405575685724752
0.8773083460035407,0.7667113988556835
0.8925194829154393,0.3034318109958848
0.902391874342225,-0.016144503165659473
0.9051521404214045,-0.07060676323120979
0.921984208948361,-0.4189624262513774
0.9263127055011497,-0.446657803685942
0.9360745692959083,-0.6099181998250102
0.9618124923328697,-0.6327868602168238
0.9633599908253547,-0.5900972672200488
0.9669234487492693,-0.5785448759956435
0.9695711295286378,-0.5484571338931551
0.9711329383357699,-0.561205041974775
0.9751629816861378,-0.4873733326269857
0.9772403317584466,-0.47437974876516364
0.9858425757078395,-0.3157537203404608
0.9872338971749013,-0.24921610513860243
0.9917307590981612,-0.20611674380583117
0.9981349094677765,-0.0837315242039315
0.9993783383996,-0.045712544468688956
1.0092710178838082,0.17826486287419413
1.0214469827155863,0.4194391195189271
1.033781875230174,0.6922819384898989
1.0339982045894827,0.7213579618224321
1.0368106212862553,0.7369919681727938
1.0371209928838558,0.729032585307789
1.042993702975961,0.8491612096580964
1.044907165347885,0.8994213750038808
1.050975727464011,0.9603793454246544
1.0530887702366503,1.0397581162472478
1.0588657011814924,1.0977499987891974
1.0676821125294236,1.146545128810181
1.079627099406471,1.1951635950519253
1.0853432381958017,1.1881165343969555
1.0863964520255465,1.1887896664158686
1.0934354348103312,1.1642109643510543
1.102230704465092,1.1142093213270041
1.1135302705060095,0.9499178731571132
1.1160832562449476,0.9567656637319295
1.1171100918364552,0.9219037975482482
1.1196386954953201,0.8842788452838288
1.1212904322082924,0.8707825754517188
1.1223412769479486,0.8691870760333245
1.1322179094305422,0.6726572841805645
1.1380103843911424,0.5872074798790786
1.1406091867352863,0.5434715154666632
1.1413280949293911,0.5152323527896978
1.141731263058177,0.5578728790958959
1.1447976920995089,0.442624727362262
1.1496116406987458,0.37094008101382653
1.1549615235747979,0.27246960556897504
1.1570279931184988,0.26499122964241656
1.1617159589894221,0.16653392150612542
1.180375326560732,-0.08132524939756663
1.202731063416378,-0.256481601097318
1.2239032777091587,-0.19730679729152414
1.2239319230894292,-0.20517679629520336
1.2315901354851668,-0.16091636008691165
1.2375713146041143,-0.056671919470817726
1.2381990750954888,-0.07725347788202831
1.2430385541873186,-0.0004065653931194686
1.2432549157511161,0.0027818595976099696
1.2498966283350246,0.11342908783742976
1.262081999105158,0.3001425035850377
1.2632475504014833,0.3225050883914391
1.266787249418413,0.41384002672205367
1.268504680266152,0.44876141706735867
1.2695880338917904,0.4477643984611389
1.2696982980472953,0.4745846051040329
1.2767885456138721,0.5962802069905223
1.2858502629793627,0.7576658841331941
1.2926053134415856,0.9150997857522164
1.32677082577574,1.4359807830232683
1.3278864602536524,1.4529434721169305
1.3326857223519522,1.5011185942614655
1.339759996917163,1.4946562965675076
1.3411117239535617,1.5145158624637345
1.3467870101653956,1.5002662115020433
1.3469794060256026,1.5208324400748836
1.3554268621872163,1.5051977361960025
1.3671689000977594,1.4527362504776493
1.3860964140021652,1.265332334803168
1.3914293633068597,1.1874490478613404
1.397169501287756,1.1399001770686634
1.3978720831738007,1.1196265173656892
1.401787940263267,1.0545993645776313
1.404009342587064,1.024107149746911
1.415875924176154,0.7845446163129091
1.4179144895200793,0.7815333167707991
1.4215204592045252,0.6692884275263066
1.4266857107452404,0.5685530405305702
1.4321869289126772,0.4552308540215537
1.4370342889011756,0.3556010014155425
1.4471395119210317,0.19673872154174452
1.44788431712972,0.1537153777669062
1.449874674430733,0.143457883722561
1.4648156462545048,-0.12057946667006735
